Parent	Type	Child	Weight	Probability	Score
Gata2	+	Fli1	0.008078	0.187858	0.001695
Gfi1	+	Fli1	0.004207	0.060389	0.000284
Pu1	+	Fli1	0.012249	0.365834	0.005004
Scl	+	Fli1	0.000521	0.448572	0.000261
cJun	+	Fli1	0.009893	0.184651	0.002040
Cebpa	+	Fog1	0.003340	0.041747	0.000156
EgrNab	-	Fog1	-0.003843	0.077809	-0.000334
Eklf	+	Fog1	0.016536	0.515131	0.009512
Fli1	+	Fog1	0.007594	0.459815	0.003899
Fog1	-	Fog1	-0.001015	0.436638	-0.000495
Gata1	+	Fog1	0.022569	0.519874	0.013101
Gata2	+	Fog1	0.008599	0.200913	0.001929
Gfi1	+	Fog1	0.006181	0.085996	0.000594
Pu1	+	Fog1	0.009732	0.316081	0.003435
Scl	-	Fog1	-0.005708	0.457986	-0.002919
cJun	+	Fog1	0.013836	0.866688	0.013390
Cebpa	+	Gata1	0.010442	0.089413	0.001042
EgrNab	-	Gata1	-0.015716	0.194976	-0.003422
Eklf	-	Gata1	-0.002957	0.441856	-0.001459
Fli1	+	Gata1	0.006563	0.446703	0.003274
Fog1	+	Gata1	0.050169	0.644816	0.036122
Gata1	+	Gata1	0.178604	1.000000	0.199432
Gata2	+	Gata1	0.149522	1.000000	0.166959
Gfi1	+	Gata1	0.025599	0.336835	0.009628
Pu1	+	Gata1	0.011361	0.150650	0.001911
Scl	-	Gata1	-0.005419	0.451028	-0.002729
cJun	+	Gata1	0.015901	0.263452	0.004678
Cebpa	+	Gata2	0.034218	0.495303	0.018924
EgrNab	-	Gata2	-0.018328	0.193314	-0.003956
Eklf	+	Gata2	0.008231	0.445156	0.004091
Fli1	+	Gata2	0.020175	0.471132	0.010613
Fog1	+	Gata2	0.021635	0.469629	0.011345
Gata1	-	Gata2	-0.101683	0.950739	-0.107947
Gata2	+	Gata2	0.354546	1.000000	0.395891
Gfi1	-	Gata2	-0.006614	0.080475	-0.000594
Pu1	+	Gata2	0.013218	0.143868	0.002123
Scl	+	Gata2	0.065551	0.678200	0.049641
cJun	+	Gata2	0.010898	0.114462	0.001393
Cebpa	+	Gfi1	0.020649	0.064664	0.001491
EgrNab	-	Gfi1	-0.168759	1.000000	-0.188439
Eklf	+	Gfi1	0.124781	0.545028	0.075940
Fli1	-	Gfi1	-0.005470	0.443311	-0.002708
Fog1	+	Gfi1	0.113371	0.525552	0.066531
Gata1	+	Gfi1	0.200643	0.711890	0.159493
Gata2	+	Gfi1	0.302050	0.998538	0.336780
Gfi1	+	Gfi1	0.201028	0.997066	0.223812
Pu1	+	Gfi1	0.075277	0.297052	0.024969
Scl	+	Gfi1	0.139376	0.570507	0.088788
cJun	+	Gfi1	0.153173	0.999874	0.171013
Cebpa	+	Pu1	0.198463	0.737976	0.163540
EgrNab	+	Pu1	0.187176	0.689301	0.144066
Eklf	+	Pu1	0.179666	0.541975	0.108730
Fli1	+	Pu1	0.482066	0.859687	0.462754
Fog1	+	Pu1	0.550059	0.913968	0.561363
Gata1	+	Pu1	0.217526	0.549301	0.133421
Gata2	+	Pu1	0.201461	0.506188	0.113869
Gfi1	+	Pu1	0.284602	0.974841	0.309796
Pu1	+	Pu1	0.619375	1.000000	0.691603
Scl	+	Pu1	0.304351	0.678743	0.230666
cJun	+	Pu1	0.476828	1.000000	0.532433
Cebpa	+	Scl	0.004559	0.060373	0.000307
EgrNab	+	Scl	0.002137	0.061276	0.000146
Eklf	+	Scl	0.005613	0.451673	0.002831
Fli1	+	Scl	0.003920	0.447812	0.001960
Fog1	-	Scl	-0.003261	0.439833	-0.001602
Gata1	+	Scl	0.023366	0.562053	0.014664
Gata2	+	Scl	0.013366	0.292518	0.004366
Gfi1	+	Scl	0.007503	0.115725	0.000970
Pu1	+	Scl	0.015796	0.998078	0.017604
Scl	+	Scl	0.005165	0.456511	0.002633
cJun	+	Scl	0.001797	0.077734	0.000156
Cebpa	-	cJun	-0.050804	0.073536	-0.004172
EgrNab	+	cJun	0.307333	0.999886	0.343133
Eklf	+	cJun	0.126012	0.480199	0.067567
Fli1	+	cJun	0.276351	0.599235	0.184911
Fog1	-	cJun	-0.029617	0.439141	-0.014523
Gata1	+	cJun	0.491078	0.925672	0.507588
Gata2	-	cJun	-0.162665	0.321470	-0.058390
Gfi1	+	cJun	0.413941	0.999921	0.462176
Pu1	+	cJun	0.632354	1.000000	0.706096
Scl	+	cJun	0.294924	0.618101	0.203551
cJun	+	cJun	0.458941	1.000000	0.512460
