SourceGENES,TargetGENES,Interaction,Edges
FGF9,CBX2,0.0125467191782819,activation
SOX9,UGR,0.0117655143665342,repression
SOX9,NR0B1,0.0117559286680205,activation
DMRT1,AMH,0.0112208191661091,repression
SOX9,CTNNB1,0.0111813504361445,repression
RSPO1,RSPO1,0.0105992593687174,activation
RSPO1,CBX2,0.00957567709257803,repression
SRY,FOXL2,0.00818367811890663,repression
DMRT1,NR5A1,0.00796543246758545,repression
SOX9,RSPO1,0.00784764777844749,activation
SOX9,NR5A1,0.00685045531003431,activation
RSPO1,DKK1,0.00545666516212618,activation
WT1pKTS,NR0B1,0.00468926987281313,repression
NR5A1,WT1pKTS,0.00460424431171693,activation
NR0B1,GATA4,0.00379682149064736,repression
SOX9,GATA4,0.0031338483335292,activation
WNT4,AMH,0.00304258986166903,activation
WNT4,DHH,0.0026203237628623,activation
NR0B1,WT1mKTS,0.00218478561823795,activation
CBX2,NR5A1,0.00169088191014396,activation
NR0B1,NR0B1,0.00123022543709128,activation
SOX9,FOXL2,0.00120180055150041,activation
NR0B1,WNT4,0.00115926364595159,activation
NR0B1,SRY,0.00106283434324023,activation
NR0B1,UGR,0.000928293567005338,repression
WNT4,NR0B1,0.000637436786029997,activation
WNT4,WNT4,0.000625665195576191,activation
WNT4,SRY,0.000351397672313865,activation
WNT4,UGR,0.000319199279876686,repression
NR0B1,CTNNB1,0.000168997232937461,activation
NR0B1,CBX2,0.000131612822701898,repression
NR0B1,RSPO1,0.000121646273939842,activation
UGR,WT1mKTS,1.26069684895468e-35,repression
UGR,GATA4,8.07474623637651e-36,activation
UGR,NR0B1,2.33344078766551e-36,repression
DHH,DHH,2.28572263386432e-36,activation
UGR,WNT4,2.12464883012947e-36,repression
UGR,SRY,2.01188344918233e-36,repression
UGR,UGR,1.74944954356523e-36,activation
AMH,GATA4,1.29378534155758e-36,repression
WT1mKTS,DHH,1.16090277427538e-36,repression
WT1mKTS,PGD2,1.07725309357487e-36,repression
PGD2,FGF9,9.91572882535913e-37,activation
AMH,WT1mKTS,9.79003462381545e-37,activation
DHH,PGD2,9.22113245351685e-37,repression
AMH,NR0B1,7.21636759171208e-37,repression
AMH,SRY,6.84366331738508e-37,repression
AMH,WNT4,6.29844097175629e-37,activation
GATA4,DHH,6.296817849156e-37,activation
DHH,AMH,5.82000962088049e-37,repression
AMH,UGR,5.56351357978065e-37,activation
AMH,FGF9,5.47369631051159e-37,repression
WT1mKTS,SOX9,5.46173846057009e-37,repression
PGD2,DKK1,4.75107117258006e-37,activation
UGR,CTNNB1,4.10247636873578e-37,repression
UGR,RSPO1,3.68563751881752e-37,repression
PGD2,FOXL2,2.6643988933077e-37,repression
PGD2,DMRT1,2.61149525239918e-37,activation
GATA4,WT1mKTS,2.15071626210638e-37,activation
WT1mKTS,FGF9,2.14038117113416e-37,activation
GATA4,AMH,1.90470366580913e-37,repression
UGR,CBX2,1.83573580581526e-37,activation
PGD2,CBX2,1.75458001408239e-37,activation
PGD2,NR5A1,1.7326213958379e-37,activation
PGD2,WT1pKTS,1.54872615041453e-37,repression
GATA4,WNT4,1.25349976587435e-37,activation
PGD2,SRY,1.12583461454908e-37,repression
GATA4,NR0B1,9.19761090134144e-38,repression
WT1mKTS,GATA4,8.19742442296077e-38,activation
DHH,SOX9,6.83645822822808e-38,repression
WT1mKTS,DMRT1,6.51713286246165e-38,activation
AMH,CTNNB1,4.90282546526693e-38,activation
WT1mKTS,FOXL2,4.76883665453395e-38,activation
GATA4,SRY,3.72521342884522e-38,activation
GATA4,UGR,2.98638301646006e-38,activation
PGD2,CTNNB1,2.76129343149713e-38,activation
WT1mKTS,WT1pKTS,1.96378167598034e-38,activation
PGD2,AMH,1.77168478940188e-38,activation
AMH,RSPO1,1.17588971254009e-38,activation
DHH,GATA4,2.14857433571437e-39,activation
AMH,AMH,0,no regulation
AMH,CBX2,0,no regulation
AMH,DHH,0,no regulation
AMH,DKK1,0,no regulation
AMH,DMRT1,0,no regulation
AMH,FOXL2,0,no regulation
AMH,NR5A1,0,no regulation
AMH,PGD2,0,no regulation
AMH,SOX9,0,no regulation
AMH,WT1pKTS,0,no regulation
CBX2,DHH,0,no regulation
CBX2,DMRT1,0,no regulation
CBX2,FGF9,0,no regulation
CBX2,FOXL2,0,no regulation
CBX2,PGD2,0,no regulation
CBX2,SOX9,0,no regulation
CBX2,WT1pKTS,0,no regulation
CTNNB1,AMH,0,no regulation
CTNNB1,DHH,0,no regulation
CTNNB1,DKK1,0,no regulation
CTNNB1,DMRT1,0,no regulation
CTNNB1,FGF9,0,no regulation
CTNNB1,FOXL2,0,no regulation
CTNNB1,NR5A1,0,no regulation
CTNNB1,PGD2,0,no regulation
CTNNB1,SOX9,0,no regulation
CTNNB1,WT1pKTS,0,no regulation
DHH,CBX2,0,no regulation
DHH,CTNNB1,0,no regulation
DHH,DKK1,0,no regulation
DHH,DMRT1,0,no regulation
DHH,FGF9,0,no regulation
DHH,FOXL2,0,no regulation
DHH,NR0B1,0,no regulation
DHH,NR5A1,0,no regulation
DHH,RSPO1,0,no regulation
DHH,SRY,0,no regulation
DHH,UGR,0,no regulation
DHH,WNT4,0,no regulation
DHH,WT1mKTS,0,no regulation
DHH,WT1pKTS,0,no regulation
DKK1,DHH,0,no regulation
DKK1,FGF9,0,no regulation
DKK1,FOXL2,0,no regulation
DKK1,PGD2,0,no regulation
DKK1,SOX9,0,no regulation
DKK1,WT1mKTS,0,no regulation
DKK1,WT1pKTS,0,no regulation
DMRT1,DHH,0,no regulation
DMRT1,DMRT1,0,no regulation
DMRT1,FGF9,0,no regulation
DMRT1,FOXL2,0,no regulation
DMRT1,PGD2,0,no regulation
DMRT1,SOX9,0,no regulation
DMRT1,WT1pKTS,0,no regulation
FGF9,DHH,0,no regulation
FGF9,FGF9,0,no regulation
FGF9,GATA4,0,no regulation
FGF9,NR0B1,0,no regulation
FGF9,SRY,0,no regulation
FGF9,UGR,0,no regulation
FGF9,WNT4,0,no regulation
FGF9,WT1mKTS,0,no regulation
FOXL2,DHH,0,no regulation
FOXL2,FGF9,0,no regulation
FOXL2,GATA4,0,no regulation
FOXL2,PGD2,0,no regulation
FOXL2,WT1mKTS,0,no regulation
GATA4,CBX2,0,no regulation
GATA4,CTNNB1,0,no regulation
GATA4,DKK1,0,no regulation
GATA4,DMRT1,0,no regulation
GATA4,FGF9,0,no regulation
GATA4,FOXL2,0,no regulation
GATA4,GATA4,0,no regulation
GATA4,NR5A1,0,no regulation
GATA4,PGD2,0,no regulation
GATA4,RSPO1,0,no regulation
GATA4,SOX9,0,no regulation
GATA4,WT1pKTS,0,no regulation
NR0B1,AMH,0,no regulation
NR0B1,DHH,0,no regulation
NR0B1,DKK1,0,no regulation
NR0B1,DMRT1,0,no regulation
NR0B1,FGF9,0,no regulation
NR0B1,FOXL2,0,no regulation
NR0B1,NR5A1,0,no regulation
NR0B1,PGD2,0,no regulation
NR0B1,SOX9,0,no regulation
NR0B1,WT1pKTS,0,no regulation
NR5A1,DHH,0,no regulation
NR5A1,FGF9,0,no regulation
NR5A1,PGD2,0,no regulation
NR5A1,SOX9,0,no regulation
NR5A1,WT1mKTS,0,no regulation
PGD2,DHH,0,no regulation
PGD2,GATA4,0,no regulation
PGD2,NR0B1,0,no regulation
PGD2,PGD2,0,no regulation
PGD2,RSPO1,0,no regulation
PGD2,SOX9,0,no regulation
PGD2,UGR,0,no regulation
PGD2,WNT4,0,no regulation
PGD2,WT1mKTS,0,no regulation
RSPO1,AMH,0,no regulation
RSPO1,DHH,0,no regulation
RSPO1,DMRT1,0,no regulation
RSPO1,FGF9,0,no regulation
RSPO1,FOXL2,0,no regulation
RSPO1,NR5A1,0,no regulation
RSPO1,PGD2,0,no regulation
RSPO1,SOX9,0,no regulation
RSPO1,WT1pKTS,0,no regulation
SOX9,FGF9,0,no regulation
SOX9,PGD2,0,no regulation
SOX9,SOX9,0,no regulation
SOX9,WT1mKTS,0,no regulation
SOX9,WT1pKTS,0,no regulation
SRY,DHH,0,no regulation
SRY,FGF9,0,no regulation
SRY,PGD2,0,no regulation
SRY,SOX9,0,no regulation
SRY,WT1mKTS,0,no regulation
SRY,WT1pKTS,0,no regulation
UGR,AMH,0,no regulation
UGR,DHH,0,no regulation
UGR,DKK1,0,no regulation
UGR,DMRT1,0,no regulation
UGR,FGF9,0,no regulation
UGR,FOXL2,0,no regulation
UGR,NR5A1,0,no regulation
UGR,PGD2,0,no regulation
UGR,SOX9,0,no regulation
UGR,WT1pKTS,0,no regulation
WNT4,CBX2,0,no regulation
WNT4,CTNNB1,0,no regulation
WNT4,DKK1,0,no regulation
WNT4,DMRT1,0,no regulation
WNT4,FGF9,0,no regulation
WNT4,FOXL2,0,no regulation
WNT4,GATA4,0,no regulation
WNT4,NR5A1,0,no regulation
WNT4,PGD2,0,no regulation
WNT4,RSPO1,0,no regulation
WNT4,SOX9,0,no regulation
WNT4,WT1mKTS,0,no regulation
WNT4,WT1pKTS,0,no regulation
WT1mKTS,AMH,0,no regulation
WT1mKTS,CBX2,0,no regulation
WT1mKTS,CTNNB1,0,no regulation
WT1mKTS,DKK1,0,no regulation
WT1mKTS,NR0B1,0,no regulation
WT1mKTS,NR5A1,0,no regulation
WT1mKTS,RSPO1,0,no regulation
WT1mKTS,SRY,0,no regulation
WT1mKTS,UGR,0,no regulation
WT1mKTS,WNT4,0,no regulation
WT1mKTS,WT1mKTS,0,no regulation
WT1pKTS,DHH,0,no regulation
WT1pKTS,GATA4,0,no regulation
WT1pKTS,WNT4,0,no regulation
WT1pKTS,WT1mKTS,0,no regulation
