Gene1	Gene2	corVal	pValue
g3	g15	0.00845231537933113	0.706728479147372
g15	g3	0.00845231537933112	0.706728479147372
g7	g3	0.00806700519901708	0.719519636437622
g3	g7	0.008067005199017	0.719519636437625
g15	g5	0.00796719671562876	0.72284599221343
g5	g15	0.00796719671562875	0.72284599221343
g4	g11	0.00786681546839848	0.726196723549194
g11	g4	0.00786681546839845	0.726196723549195
g18	g11	0.00761018921070037	0.734786620396753
g11	g18	0.00761018921070037	0.734786620396753
g7	g13	0.00750872859183149	0.738191986618129
g13	g7	0.00750872859183149	0.738191986618129
g12	g15	0.00750733707952271	0.738238726420115
g15	g12	0.00750733707952271	0.738238726420115
g12	g8	0.00676654202205757	0.763254674801673
g8	g12	0.00676654202205756	0.763254674801674
g10	g3	0.00606323232395252	0.787236057968245
g3	g10	0.00606323232395249	0.787236057968246
g1	g2	0.00523405166949617	0.815768861001838
g2	g1	0.00523405166949617	0.815768861001838
g10	g18	0.00449480116172256	0.841415836890553
g18	g10	0.00449480116172256	0.841415836890553
g18	g7	0.00445860104139714	0.842676300738453
g7	g18	0.00445860104139713	0.842676300738453
g9	g1	0.00408208128512582	0.855809767876723
g1	g9	0.00408208128512582	0.855809767876724
g18	g12	0.00388415791998111	0.862729853599646
g12	g18	0.00388415791998111	0.862729853599646
g17	g7	0.0032661475454604	0.88440310056596
g7	g17	0.00326614754546037	0.884403100565961
g9	g2	0.00237881314735123	0.915669039917737
g2	g9	0.00237881314735123	0.915669039917737
g6	g17	0.00171187117926027	0.939258102070063
g17	g6	0.00171187117926026	0.939258102070063
g12	g4	-0.000250373887877823	0.991107637553912
g4	g12	-0.000250373887877853	0.991107637553911
g4	g14	-0.000375593274564859	0.986660649120456
g14	g4	-0.000375593274564861	0.986660649120456
g6	g1	-0.000729474464763231	0.974095754799662
g1	g6	-0.000729474464763232	0.974095754799662
g2	g11	-0.00183477772649355	0.93490639628646
g11	g2	-0.00183477772649355	0.93490639628646
g8	g16	-0.00212087021719196	0.924784572481139
g16	g8	-0.00212087021719197	0.924784572481139
g13	g17	-0.00233857020922499	0.917090500168974
g17	g13	-0.00233857020922499	0.917090500168974
g6	g14	-0.00324721849025857	0.885068382834394
g14	g6	-0.00324721849025857	0.885068382834394
g10	g2	-0.00358186712982203	0.873319153734968
g2	g10	-0.00358186712982205	0.873319153734968
g2	g14	-0.00429536796882292	0.848364925091145
g14	g2	-0.00429536796882292	0.848364925091145
g1	g12	-0.00442358361067392	0.843895967519282
g12	g1	-0.00442358361067392	0.843895967519282
g14	g17	-0.0045968244951676	0.837865647924836
g17	g14	-0.0045968244951676	0.837865647924836
g6	g18	-0.00535672638249366	0.811531112825786
g18	g6	-0.00535672638249366	0.811531112825786
g15	g17	-0.00619577977221234	0.782700257415744
g17	g15	-0.00619577977221234	0.782700257415744
g14	g16	-0.00703592653663988	0.754127642783316
g16	g14	-0.00703592653663988	0.754127642783316
g13	g1	-0.00706851105070855	0.753025939433272
g1	g13	-0.00706851105070855	0.753025939433272
g16	g15	-0.00822744886274785	0.714183598568399
g15	g16	-0.00822744886274785	0.714183598568399
g14	g9	-0.00872604639846583	0.697691185351876
g9	g14	-0.00872604639846583	0.697691185351876
g2	g7	-0.00925011702937058	0.680508803788006
g7	g2	-0.00925011702937058	0.680508803788005
g6	g12	-0.00985988485015956	0.66072384428558
g12	g6	-0.00985988485015959	0.660723844285579
g18	g16	-0.00992450577405576	0.658640625152761
g16	g18	-0.00992450577405576	0.658640625152761
g12	g5	-0.0101411047514015	0.651677370563717
g5	g12	-0.0101411047514015	0.651677370563716
g17	g18	-0.0104861038338951	0.64064890439321
g18	g17	-0.0104861038338951	0.64064890439321
g4	g10	-0.0105719611945164	0.63791648638861
g10	g4	-0.0105719611945165	0.637916486388608
g4	g7	-0.010843630059855	0.62930307481421
g7	g4	-0.010843630059855	0.629303074814209
g7	g10	-0.0121559918005289	0.588416369377151
g10	g7	-0.012155991800529	0.58841636937715
g13	g6	-0.0130500815254537	0.56128316224156
g6	g13	-0.0130500815254537	0.561283162241559
g1	g15	-0.0136114988885525	0.544560625486196
g15	g1	-0.0136114988885525	0.544560625486195
g17	g16	-0.0160915284850217	0.473778115095346
g16	g17	-0.0160915284850217	0.473778115095346
g4	g1	-0.0161842628972112	0.47123310038081
g1	g4	-0.0161842628972112	0.47123310038081
g10	g15	-0.0162692591108857	0.468907087723621
g15	g10	-0.0162692591108857	0.46890708772362
g12	g16	-0.0169305594063101	0.451028376136948
g16	g12	-0.0169305594063101	0.451028376136948
g9	g13	-0.0170868432937998	0.446860164933605
g13	g9	-0.0170868432937999	0.446860164933605
g3	g16	-0.0171260743950083	0.445817290430118
g16	g3	-0.0171260743950084	0.445817290430117
g1	g10	-0.0172736543752836	0.441906625957004
g10	g1	-0.0172736543752836	0.441906625957004
g1	g11	-0.0186104701371738	0.407387947495585
g11	g1	-0.0186104701371738	0.407387947495585
g8	g18	-0.0194812630958797	0.385792944696661
g18	g8	-0.0194812630958797	0.385792944696661
g2	g18	-0.0195875325986038	0.383206233296367
g18	g2	-0.0195875325986038	0.383206233296366
g7	g11	-0.0196102670319891	0.38265423483182
g11	g7	-0.0196102670319892	0.38265423483182
g6	g16	-0.0202880124957644	0.36642271670612
g16	g6	-0.0202880124957645	0.36642271670612
g5	g13	-0.0205027523954444	0.361370700761147
g13	g5	-0.0205027523954444	0.361370700761147
g16	g5	-0.020771541076943	0.35510894927789
g5	g16	-0.020771541076943	0.35510894927789
g7	g1	-0.0210986324683862	0.347581875600565
g1	g7	-0.0210986324683862	0.347581875600565
g12	g17	-0.0228749243792861	0.308493306061804
g17	g12	-0.0228749243792861	0.308493306061804
g17	g1	-0.0262577374768366	0.24238766905001
g1	g17	-0.0262577374768366	0.24238766905001
g15	g4	-0.0281382113183739	0.210280829142383
g4	g15	-0.0281382113183739	0.210280829142383
g5	g14	-0.0283268417665456	0.207238479474758
g14	g5	-0.0283268417665456	0.207238479474758
g18	g14	-0.0306342354078993	0.17257581358424
g14	g18	-0.0306342354078993	0.17257581358424
g17	g9	-0.0308761706458343	0.169208667432149
g9	g17	-0.0308761706458343	0.169208667432149
g3	g9	-0.0318550743520557	0.156086241032462
g9	g3	-0.0318550743520557	0.156086241032461
g11	g17	-0.0330289316848821	0.141385109556983
g17	g11	-0.0330289316848821	0.141385109556983
g8	g15	-0.0338196454725918	0.132098001155068
g15	g8	-0.0338196454725918	0.132098001155068
g9	g16	-0.0352695990368296	0.116303237478153
g16	g9	-0.0352695990368296	0.116303237478153
g5	g17	-0.0374526497810823	0.0953645741943668
g17	g5	-0.0374526497810823	0.0953645741943667
g2	g15	-0.037635296545781	0.0937591656943895
g15	g2	-0.037635296545781	0.0937591656943894
g18	g1	-0.0379287033714851	0.0912256273733471
g1	g18	-0.0379287033714851	0.0912256273733471
g3	g13	-0.0389217148152114	0.0830566383264735
g13	g3	-0.0389217148152114	0.0830566383264734
g5	g18	-0.0406986554192784	0.0699224641707661
g18	g5	-0.0406986554192784	0.069922464170766
g9	g5	-0.0539718862873779	0.0162052725809449
g5	g9	-0.053971886287378	0.0162052725809447
