TF	target	importance
WT1pKTS	WT1mKTS	19.386093725700256
CTNNB1	AMH	19.21494675126793
NR0B1	GATA4	18.956490136790116
FGF9	RSPO1	18.837804852573818
CBX2	PGD2	18.82168750170494
DMRT1	NR0B1	18.65335032814326
RSPO1	FGF9	18.64816784678334
CBX2	CTNNB1	18.5591087368227
FOXL2	DMRT1	18.28748966604677
NR0B1	WT1mKTS	18.205355490138324
FGF9	CTNNB1	18.196301507317745
RSPO1	DMRT1	17.794657571226068
CBX2	FGF9	17.742048727687465
AMH	UGR	17.642158085329577
FGF9	UGR	17.325897150706478
NR0B1	SOX9	17.29728167298582
FOXL2	SOX9	17.095226753627077
UGR	GATA4	16.86702087834896
WT1pKTS	UGR	16.595394186955644
DHH	UGR	16.462645036787823
CBX2	DHH	16.372272526185178
WT1mKTS	UGR	16.294329079402477
AMH	RSPO1	16.072893615437646
NR0B1	DKK1	15.912198915535905
CTNNB1	DHH	15.79659520903356
NR0B1	DMRT1	15.474769164237827
CTNNB1	FGF9	14.276534549872604
PGD2	CTNNB1	14.21682960112898
RSPO1	DHH	14.127682852598939
CBX2	GATA4	13.650851112393715
CBX2	AMH	13.424890782021883
WNT4	GATA4	13.397011821942097
CTNNB1	SOX9	13.355451231497746
FOXL2	PGD2	12.963919353316129
PGD2	CBX2	12.858575717804
WT1pKTS	GATA4	12.731354468579825
UGR	WT1pKTS	12.69439570726618
UGR	SOX9	12.671714617578747
DHH	RSPO1	12.159056060510151
DHH	WT1pKTS	12.021987489864923
AMH	CTNNB1	12.012045824125428
UGR	PGD2	11.977572595057117
SOX9	FOXL2	11.841247026553607
UGR	FOXL2	11.82227409419949
AMH	WT1pKTS	11.310194586272955
WT1pKTS	DHH	11.126747235267013
DHH	FOXL2	11.111805603979532
WT1pKTS	SOX9	11.075399834232108
SRY	GATA4	11.041682303349907
CTNNB1	GATA4	10.98722557272095
DKK1	WT1mKTS	10.951412779355843
CBX2	WNT4	10.82223894328734
UGR	WT1mKTS	10.729969928929012
FOXL2	FGF9	10.515339356173248
NR5A1	GATA4	10.156274431373019
WT1pKTS	PGD2	9.978097842548564
FGF9	FOXL2	9.714638112721648
CBX2	WT1mKTS	9.40170663534437
SOX9	WT1mKTS	9.367716999123422
DMRT1	WT1mKTS	9.34207639132154
UGR	FGF9	9.147827532825396
WNT4	WT1mKTS	8.947407353921674
RSPO1	AMH	8.80567426552494
FOXL2	AMH	8.701058953716377
UGR	AMH	8.349684957416835
RSPO1	WT1mKTS	8.299286879080572
FGF9	WT1pKTS	8.237303839052695
SRY	WT1mKTS	8.189683531710756
DHH	GATA4	8.167607059180527
DHH	CTNNB1	8.164161517129973
DMRT1	GATA4	8.144280410313689
DKK1	GATA4	7.9250996764504995
FGF9	GATA4	7.897633386512208
PGD2	FOXL2	7.855592324116668
CTNNB1	WT1mKTS	7.8446418792421575
WT1pKTS	FGF9	7.438962372812588
RSPO1	GATA4	7.390051543968896
PGD2	WT1pKTS	7.278381519774375
NR5A1	WT1mKTS	7.152579496224032
UGR	DHH	7.1430861693504655
SOX9	GATA4	7.094799767078401
GATA4	NR0B1	7.0788648147353115
AMH	GATA4	6.904685392437336
WT1pKTS	AMH	6.666245455823225
AMH	WT1mKTS	6.4417167367635475
FOXL2	WT1mKTS	6.414662120918452
PGD2	WT1mKTS	6.340946464292757
FGF9	WT1mKTS	6.124151636100746
FOXL2	GATA4	6.070425078239403
WT1mKTS	NR0B1	5.7214890894388954
GATA4	SRY	5.679762585545166
DHH	WT1mKTS	5.620377627789164
PGD2	GATA4	5.383026719477536
WT1mKTS	WT1pKTS	5.377355306612835
GATA4	NR5A1	4.861273159182012
AMH	FOXL2	4.702952233369909
WT1mKTS	SRY	4.439421562865517
WT1mKTS	NR5A1	4.218784805576431
GATA4	WNT4	4.020348283072793
FOXL2	DHH	4.001152512197821
GATA4	WT1pKTS	3.9723635350380126
WT1mKTS	CBX2	3.9361228534532917
WT1mKTS	WNT4	3.8067400225058314
GATA4	DMRT1	3.5275591645419055
WT1mKTS	SOX9	3.483335769380377
GATA4	CBX2	3.3980174006455806
WT1mKTS	RSPO1	3.1686556238280597
GATA4	RSPO1	2.767276584875375
WT1mKTS	CTNNB1	2.696708749035217
WT1mKTS	DMRT1	2.437554926976866
GATA4	SOX9	2.4152848069565755
GATA4	PGD2	2.1315435656721426
GATA4	DKK1	2.0312554743329585
WT1mKTS	DKK1	2.0186654563818203
GATA4	FOXL2	1.9636767183755022
WT1mKTS	AMH	1.9613912200850512
WT1mKTS	DHH	1.9305500954456203
GATA4	AMH	1.8043580359936766
WT1mKTS	FOXL2	1.736889303609927
WT1mKTS	PGD2	1.678032553494498
GATA4	DHH	1.6644587119267715
GATA4	CTNNB1	1.5381519448382257
GATA4	FGF9	1.4600420130501557
WT1mKTS	FGF9	1.3835916814233014
