TF	target	importance
g4	g15	2.072025139835109
g2	g15	2.067043876573177
g13	g16	2.0429214142064605
g1	g18	2.0358699880355817
g3	g18	2.0092752905109292
g13	g1	1.9691102357169834
g5	g1	1.94376224145193
g2	g17	1.8527778626199962
g1	g17	1.8432782304849
g16	g1	1.8336147284550757
g15	g17	1.7951230633495896
g7	g17	1.7829033165328365
g6	g1	1.7671944301061808
g7	g18	1.7565321822940818
g7	g15	1.705776307987598
g17	g16	1.6830226231280303
g13	g18	1.6546646727929777
g11	g17	1.5804678777881014
g9	g17	1.4775780095318007
g10	g17	1.3819593624686164
g8	g15	1.3719000783312096
g15	g1	1.2940743977347506
g8	g16	1.2481793111211457
g9	g1	1.2444289659814178
g17	g18	1.2216613855825937
g11	g1	1.1740056703192838
g18	g16	1.156655814574186
g16	g17	1.1516501632359055
g15	g18	1.1493620672601008
g12	g16	1.1255504536421428
g6	g15	1.1123204226004315
g6	g16	1.057299790500899
g17	g15	1.0175541774907053
g9	g16	1.0047512227530688
g8	g18	1.0047052930639528
g10	g18	0.996629338626151
g9	g18	0.9154566620254184
g17	g1	0.9015832291406044
g12	g18	0.8304458131506366
g2	g16	0.8294381529608333
g11	g18	0.8279928027288977
g4	g17	0.7527083203297311
g18	g15	0.7142798321935494
g14	g17	0.6530145253933234
g16	g18	0.6478793272477801
g18	g17	0.570042218086674
g10	g16	0.535696463277643
g2	g18	0.40094730984318794
g1	g16	0.38246350566850706
g4	g16	0.3610876245378139
