TF	target	importance
g11	g18	0.0561695812942034
g10	g17	0.05614491997692988
g18	g17	0.05604568955516576
g4	g1	0.05570652420065039
g4	g17	0.05542946494328948
g9	g1	0.055338879165792644
g16	g17	0.055290825797830005
g7	g16	0.055035234908553096
g3	g5	0.05467426691751746
g5	g16	0.054570082271869415
g13	g18	0.05452086379070482
g6	g1	0.054064352347153004
g8	g18	0.05349632054465224
g12	g18	0.05330126083419517
g5	g1	0.05206051840918473
g3	g16	0.05183456758875713
g11	g8	0.05153032447250229
g6	g2	0.05149322627681502
g13	g17	0.05107501882004579
g11	g14	0.050375532599897875
g9	g16	0.049940372454182466
g9	g6	0.04983543211612845
g10	g13	0.04928468342728183
g5	g15	0.048959634211178785
g11	g16	0.04708871604690389
g17	g16	0.04668401718303514
g3	g15	0.04655266539514441
g15	g2	0.046189105665452444
g8	g4	0.04615105196919208
g8	g2	0.04569912788233746
g1	g16	0.045301840084989026
g13	g2	0.04474685680140719
g7	g2	0.04430877439886889
g16	g14	0.043879873249381286
g7	g3	0.042286840543008505
g12	g9	0.0420985967114164
g9	g12	0.042046328398412325
g10	g7	0.041947068538899845
g12	g2	0.041288292137394975
g18	g2	0.04122119231197041
g6	g16	0.040757337487308365
g16	g2	0.040726756017993214
g11	g15	0.04045656202272287
g4	g16	0.04045147092400549
g8	g16	0.04034344395079342
g7	g10	0.04005822535455604
g8	g11	0.03996883223499892
g2	g15	0.039887791071305946
g11	g2	0.03954557253131501
g9	g2	0.03947848193729192
g10	g16	0.03900937392532465
g17	g2	0.03900046615592784
g18	g16	0.038930948660775316
g9	g15	0.03880279682850438
g14	g2	0.0387526802107877
g4	g7	0.03845823889167793
g10	g2	0.03796909655705219
g9	g13	0.037820765375919434
g15	g13	0.03747738518002464
g6	g9	0.03697752254061664
g9	g14	0.03680267622029045
g5	g8	0.0367579355459806
g4	g15	0.03579579536381529
g2	g4	0.03498118250628035
g8	g3	0.03443910063333525
g10	g6	0.03328921499695618
g13	g10	0.03315206657659742
g2	g14	0.03192210322946903
g18	g14	0.03174904076855692
g10	g14	0.030978573383422036
g9	g5	0.030079642243192248
g9	g3	0.03007465949461052
g1	g15	0.029806768900799915
g11	g3	0.029219301460393032
g1	g3	0.028983412896090032
g7	g15	0.028142559775740508
g10	g3	0.027993371326402408
g10	g15	0.02774361741905499
g14	g3	0.0277259686726314
g14	g11	0.027632466137334766
g8	g15	0.027314860306058307
g3	g6	0.026694232288528106
g12	g3	0.026657538682931723
g13	g3	0.02638710159795876
g16	g3	0.025903070250499968
g15	g3	0.0255836882281645
g17	g3	0.025329684539335054
g8	g12	0.024768914348174888
g18	g3	0.024745962312113207
g9	g4	0.024688383680108065
g3	g14	0.024324811364829467
g17	g15	0.023598099814510335
g11	g7	0.023499223760062
g17	g14	0.023235413466870008
g4	g13	0.023083306087638002
g10	g4	0.02286674373671968
g8	g14	0.022789169932474974
g5	g9	0.022627162283333547
g1	g14	0.02257759397569101
g11	g4	0.022465068650832313
g6	g14	0.02232795267051863
g6	g10	0.02193308171041152
g6	g15	0.021570338352970973
g4	g8	0.02134543618405674
g4	g14	0.021294846136502555
g12	g8	0.02116785012406621
g7	g14	0.021083664806989526
g10	g5	0.02077810744513168
g8	g13	0.020553166882926365
g7	g11	0.020490672629092797
g18	g15	0.020336753811967683
g13	g9	0.020072874288228838
g2	g5	0.019694915248615052
g5	g14	0.019587295557782713
g15	g12	0.01957024448424288
g12	g4	0.019496840358446885
g15	g4	0.019258557716160068
g13	g4	0.019113155308889414
g7	g12	0.01898653988216469
g11	g5	0.01870107846416002
g17	g13	0.01864626595174156
g18	g4	0.018455911913849238
g1	g4	0.018044089087043053
g16	g4	0.01784730614841535
g1	g13	0.01782746946193306
g14	g4	0.017712126156870518
g17	g4	0.017644870243186218
g16	g13	0.01750002406922688
g2	g13	0.017468733960435797
g11	g6	0.017376408484401855
g14	g10	0.01701302021155872
g12	g7	0.016982969055508095
g5	g10	0.01658620647140274
g6	g11	0.01636975487391203
g3	g7	0.016181790756442674
g6	g13	0.015967777986310706
g18	g13	0.01588583604924146
g5	g11	0.015792810204599828
g7	g13	0.015732782798105145
g18	g5	0.015662059033873722
g2	g6	0.015526288849361674
g13	g5	0.015386514817563205
g16	g5	0.014939305011469943
g15	g5	0.014929813687292908
g17	g5	0.014915705032094023
g6	g12	0.014740792040959188
g13	g8	0.014739012629763857
g12	g5	0.014568178105570474
g3	g13	0.014386323331596031
g4	g10	0.014297349311131946
g14	g5	0.014273975437651569
g16	g12	0.01421493084398368
g12	g6	0.014061221834127289
g16	g11	0.01404631987281702
g5	g12	0.014041984803439284
g14	g9	0.014029806063076154
g13	g7	0.014012658437767956
g3	g8	0.013965525193323433
g15	g6	0.013963481517729621
g13	g6	0.013882751222945636
g4	g9	0.013880480851742953
g17	g9	0.013874241880305843
g1	g5	0.013773022896649143
g5	g13	0.013762259182111844
g3	g12	0.0137587228182834
g1	g12	0.013669182661989533
g16	g6	0.01357511744074841
g4	g12	0.013516680294550268
g14	g7	0.013218792596032742
g2	g7	0.013100656356455279
g17	g8	0.013018637921116129
g17	g10	0.012773286070636195
g18	g12	0.012731754345856855
g18	g8	0.012614390445265107
g15	g11	0.012607554521152642
g15	g8	0.012447593918819541
g18	g10	0.012408515661399798
g17	g7	0.012272779225762026
g2	g12	0.012261811919223223
g14	g8	0.01226113922497631
g14	g6	0.01222400821005916
g1	g8	0.012189035713757181
g1	g7	0.0121540338026638
g2	g8	0.01209268517174538
g17	g12	0.01208025270092076
g3	g9	0.012065427629537556
g18	g7	0.012037823425475314
g17	g6	0.011900941389233342
g15	g9	0.011878433837194065
g16	g8	0.011852318298028705
g18	g9	0.011830085119617665
g3	g10	0.01182768521416999
g2	g11	0.011575928612466422
g15	g7	0.011572040028492487
g1	g6	0.011563759686362626
g3	g11	0.0115258543391657
g4	g11	0.011416247979282573
g16	g10	0.011297870727771234
g1	g10	0.011235475118997846
g1	g9	0.01120758735782668
g18	g6	0.011103830276079732
g16	g7	0.010880910987270157
g15	g10	0.010791357747680424
g16	g9	0.010766884642334154
g2	g10	0.010395867424618285
g1	g11	0.010382538783716085
g18	g11	0.009919426940988121
g2	g9	0.009776390563172447
g17	g11	0.009686385384586736
