Gene1	Gene2	corVal	pValue
SOX9	DHH	0.0928072492208795	3.4864213958197e-05
CTNNB1	AMH	0.0924224390109573	3.75788393898233e-05
AMH	CTNNB1	0.0924224390109572	3.75788393898241e-05
GATA4	WNT4	0.0905692135292228	5.37053717853686e-05
WNT4	GATA4	0.0905692135292228	5.37053717853688e-05
NR5A1	PGD2	0.0874268101395771	9.69085208949041e-05
PGD2	NR5A1	0.087426810139577	9.69085208949049e-05
WNT4	CBX2	0.0848878246507545	0.000153968848438027
CBX2	WNT4	0.0848878246507545	0.000153968848438028
FOXL2	NR0B1	0.0829920396059495	0.000215801117118816
NR0B1	FOXL2	0.0829920396059495	0.000215801117118817
SOX9	FGF9	0.0813602815387416	0.000286983315883921
FGF9	SOX9	0.0813602815387416	0.000286983315883921
WT1mKTS	GATA4	0.0766169916444582	0.000638543104791962
GATA4	WT1mKTS	0.0766169916444582	0.000638543104791965
CTNNB1	NR0B1	0.0752729460060169	0.000794747953948914
NR0B1	CTNNB1	0.0752729460060168	0.000794747953948928
WT1pKTS	DKK1	0.0734255841561114	0.0010676611720439
DKK1	WT1pKTS	0.0734255841561113	0.00106766117204392
WT1pKTS	WT1mKTS	0.0710513891608774	0.00154557049257874
WT1mKTS	WT1pKTS	0.0710513891608774	0.00154557049257874
NR5A1	AMH	0.0699119291156169	0.00183889254423232
AMH	NR5A1	0.0699119291156168	0.00183889254423234
RSPO1	FOXL2	0.0675866459520294	0.00260183822556408
FOXL2	RSPO1	0.0675866459520293	0.00260183822556409
NR0B1	DMRT1	0.0674636175963038	0.00264930838878221
DMRT1	NR0B1	0.0674636175963038	0.00264930838878221
FGF9	DMRT1	0.0664916966368057	0.00305304563836147
DMRT1	FGF9	0.0664916966368057	0.00305304563836148
AMH	SRY	0.0513946307491893	0.0220957392142688
SRY	AMH	0.0513946307491893	0.022095739214269
FGF9	FOXL2	0.0485865800628559	0.0305014310457567
FOXL2	FGF9	0.0485865800628559	0.0305014310457568
WT1pKTS	WNT4	0.0446377732931677	0.0468673501147173
WNT4	WT1pKTS	0.0446377732931677	0.0468673501147177
PGD2	DMRT1	0.0441985568040163	0.0490770548440427
DMRT1	PGD2	0.0441985568040163	0.0490770548440428
WT1pKTS	GATA4	0.0422100252334055	0.0602032320724746
GATA4	WT1pKTS	0.0422100252334055	0.0602032320724746
NR5A1	FGF9	0.0420703565320929	0.0610575696237232
FGF9	NR5A1	0.0420703565320929	0.0610575696237233
NR0B1	GATA4	0.0416219353332438	0.0638685896632469
GATA4	NR0B1	0.0416219353332438	0.0638685896632471
GATA4	FOXL2	0.0414198402132786	0.0651699340547935
FOXL2	GATA4	0.0414198402132786	0.0651699340547935
DKK1	DHH	0.0405313529630554	0.0711528691265198
DHH	DKK1	0.0405313529630554	0.07115286912652
WT1mKTS	DMRT1	0.0404819895176694	0.0714980525941299
DMRT1	WT1mKTS	0.0404819895176693	0.0714980525941302
PGD2	DKK1	0.0402177471852499	0.0733692069486732
DKK1	PGD2	0.0402177471852498	0.0733692069486743
RSPO1	DKK1	0.039853193411196	0.0760161942619988
DKK1	RSPO1	0.039853193411196	0.0760161942619992
NR0B1	RSPO1	0.0394588973475582	0.0789662393040073
RSPO1	NR0B1	0.0394588973475581	0.0789662393040079
GATA4	DHH	0.0384003721830977	0.0873481980719926
DHH	GATA4	0.0384003721830977	0.0873481980719927
NR5A1	WNT4	0.0377626457266778	0.0927350559089774
WNT4	NR5A1	0.0377626457266778	0.0927350559089777
SOX9	FOXL2	0.0376528552448583	0.0936887954855662
FOXL2	SOX9	0.0376528552448583	0.0936887954855664
PGD2	FOXL2	0.0371802572811136	0.0978843021546315
FOXL2	PGD2	0.0371802572811136	0.0978843021546316
NR0B1	SOX9	0.0369744722709947	0.0997574334393412
SOX9	NR0B1	0.0369744722709947	0.0997574334393412
FGF9	DKK1	0.0369684741553529	0.0998124560179245
DKK1	FGF9	0.0369684741553528	0.0998124560179246
DMRT1	RSPO1	0.03568681265768	0.112135039472638
RSPO1	DMRT1	0.0356868126576799	0.112135039472638
WT1mKTS	NR0B1	0.03531251430117	0.115951395560844
NR0B1	WT1mKTS	0.03531251430117	0.115951395560844
SRY	CBX2	0.0350324305468576	0.118873291553275
CBX2	SRY	0.0350324305468576	0.118873291553276
AMH	WT1mKTS	0.0329343633155775	0.142629382727576
WT1mKTS	AMH	0.0329343633155775	0.142629382727576
WT1mKTS	CTNNB1	0.031833111644997	0.15647649198089
CTNNB1	WT1mKTS	0.031833111644997	0.156476491980891
NR0B1	DKK1	0.0304561862246378	0.175194532738846
DKK1	NR0B1	0.0304561862246377	0.175194532738847
FOXL2	AMH	0.0304344139601263	0.175503362094852
AMH	FOXL2	0.0304344139601263	0.175503362094853
FOXL2	DHH	0.0292227938649705	0.193335749187821
DHH	FOXL2	0.0292227938649704	0.193335749187822
DKK1	AMH	0.028994385402319	0.196841397602492
AMH	DKK1	0.0289943854023189	0.196841397602494
DHH	NR5A1	0.028729894980349	0.200958685087882
NR5A1	DHH	0.028729894980349	0.200958685087882
DMRT1	GATA4	0.0285892894912814	0.203172866890472
GATA4	DMRT1	0.0285892894912814	0.203172866890472
FGF9	GATA4	0.0270691293908999	0.228252301559427
GATA4	FGF9	0.0270691293908999	0.228252301559428
UGR	WT1pKTS	0.0245691796370621	0.27414686390594
WT1pKTS	UGR	0.0245691796370621	0.27414686390594
SOX9	WT1mKTS	0.0230998329954611	0.303881789224693
WT1mKTS	SOX9	0.0230998329954611	0.303881789224694
FOXL2	WNT4	0.022523569535664	0.316107334494491
WNT4	FOXL2	0.022523569535664	0.316107334494492
AMH	GATA4	0.0211450362926046	0.346644013566277
GATA4	AMH	0.0211450362926046	0.346644013566277
UGR	GATA4	0.0205048262786126	0.361443314239696
GATA4	UGR	0.0205048262786126	0.361443314239696
AMH	RSPO1	0.0193135494695838	0.390016530542984
RSPO1	AMH	0.0193135494695836	0.39001653054299
SRY	PGD2	0.0193042767795584	0.390244188960293
PGD2	SRY	0.0193042767795584	0.390244188960293
WT1mKTS	FGF9	0.0186484621906391	0.406549451295846
FGF9	WT1mKTS	0.0186484621906391	0.406549451295846
GATA4	SRY	0.0182203540864569	0.417409166773308
SRY	GATA4	0.0182203540864569	0.417409166773309
CTNNB1	FGF9	0.01818476592905	0.418319549729885
FGF9	CTNNB1	0.0181847659290499	0.418319549729888
CBX2	GATA4	0.0163960937285199	0.465560566882061
GATA4	CBX2	0.0163960937285199	0.465560566882062
SRY	FGF9	0.0160081655367296	0.476183691726484
FGF9	SRY	0.0160081655367296	0.476183691726486
PGD2	CTNNB1	0.0158069998463165	0.481744297686815
CTNNB1	PGD2	0.0158069998463163	0.48174429768682
WT1mKTS	FOXL2	0.0144580673976612	0.519926796524905
FOXL2	WT1mKTS	0.0144580673976612	0.519926796524906
WNT4	WT1mKTS	0.0131730608003795	0.557698352611263
WT1mKTS	WNT4	0.0131730608003795	0.557698352611263
GATA4	PGD2	0.0131484792863255	0.558433707766873
PGD2	GATA4	0.0131484792863254	0.558433707766873
AMH	DMRT1	0.0101670388586159	0.650927916127758
DMRT1	AMH	0.0101670388586159	0.650927916127759
SOX9	GATA4	0.00920891680226106	0.681929659508122
GATA4	SOX9	0.00920891680226104	0.681929659508122
NR5A1	UGR	0.00900494647647024	0.688601585475547
UGR	NR5A1	0.00900494647647019	0.688601585475549
AMH	WT1pKTS	0.0081437294088284	0.717034573228753
WT1pKTS	AMH	0.00814372940882829	0.717034573228757
UGR	AMH	0.00796961152676403	0.722832530131214
AMH	UGR	0.00796961152676402	0.722832530131214
SOX9	CTNNB1	0.00776350873418366	0.729716136953646
CTNNB1	SOX9	0.00776350873418365	0.729716136953647
RSPO1	PGD2	0.00641709226008646	0.775198616823865
PGD2	RSPO1	0.00641709226008615	0.775198616823876
WT1mKTS	NR5A1	0.00616937771616492	0.783656410522225
NR5A1	WT1mKTS	0.0061693777161649	0.783656410522226
CTNNB1	GATA4	0.00428645838138969	0.848713379722851
GATA4	CTNNB1	0.00428645838138965	0.848713379722853
DHH	SRY	-0.00028828906890857	0.98976368216275
SRY	DHH	-0.000288289068908572	0.98976368216275
GATA4	NR5A1	-0.000549769655827108	0.980480667422159
NR5A1	GATA4	-0.00054976965582712	0.980480667422158
WT1mKTS	PGD2	-0.00336925922038915	0.880810432529049
PGD2	WT1mKTS	-0.00336925922038915	0.880810432529049
DHH	CTNNB1	-0.00348275601273702	0.876826916402164
CTNNB1	DHH	-0.00348275601273711	0.87682691640216
DMRT1	DHH	-0.00416336528067366	0.853007655233091
DHH	DMRT1	-0.00416336528067372	0.853007655233089
NR0B1	WT1pKTS	-0.00864510275729406	0.700431129974506
WT1pKTS	NR0B1	-0.00864510275729411	0.700431129974505
RSPO1	WT1mKTS	-0.00870242203127227	0.698541850732319
WT1mKTS	RSPO1	-0.0087024220312723	0.698541850732318
GATA4	DKK1	-0.010282410747279	0.647233905108856
DKK1	GATA4	-0.010282410747279	0.647233905108855
UGR	WT1mKTS	-0.0104325613706833	0.642439323846666
WT1mKTS	UGR	-0.0104325613706833	0.642439323846666
WT1mKTS	DHH	-0.0134085056671946	0.550678979555676
DHH	WT1mKTS	-0.0134085056671946	0.550678979555676
DHH	WT1pKTS	-0.0147251885587431	0.512243857165806
WT1pKTS	DHH	-0.0147251885587431	0.512243857165805
SOX9	WT1pKTS	-0.0155198371036669	0.489742804918722
WT1pKTS	SOX9	-0.0155198371036669	0.489742804918722
SRY	WT1mKTS	-0.0157380524721854	0.483658226156321
WT1mKTS	SRY	-0.0157380524721854	0.483658226156321
RSPO1	GATA4	-0.0183888147190023	0.413115626063531
GATA4	RSPO1	-0.0183888147190023	0.413115626063531
DKK1	WT1mKTS	-0.0215181481148912	0.338199463266796
WT1mKTS	DKK1	-0.0215181481148913	0.338199463266795
DHH	RSPO1	-0.0232035597127353	0.301714991782704
RSPO1	DHH	-0.0232035597127353	0.301714991782703
RSPO1	SRY	-0.0240410020431978	0.284598251281985
SRY	RSPO1	-0.0240410020431979	0.284598251281982
FGF9	WNT4	-0.0265206362575901	0.237821109461524
WNT4	FGF9	-0.0265206362575902	0.237821109461522
WNT4	AMH	-0.0276817223790121	0.217892860424161
AMH	WNT4	-0.0276817223790122	0.21789286042416
FOXL2	DMRT1	-0.02804021972412	0.211989326655905
DMRT1	FOXL2	-0.0280402197241202	0.211989326655902
PGD2	WT1pKTS	-0.0288626599224127	0.198884169396818
WT1pKTS	PGD2	-0.0288626599224127	0.198884169396818
WT1pKTS	RSPO1	-0.0300410837354672	0.181152656288476
RSPO1	WT1pKTS	-0.0300410837354672	0.181152656288476
PGD2	UGR	-0.0349183749401038	0.120079543519889
UGR	PGD2	-0.0349183749401038	0.120079543519889
WT1mKTS	CBX2	-0.0362941663902414	0.106153850632658
CBX2	WT1mKTS	-0.0362941663902414	0.106153850632658
PGD2	WNT4	-0.0379688438040251	0.0909648927361764
WNT4	PGD2	-0.0379688438040253	0.0909648927361752
UGR	FGF9	-0.0504536295827231	0.0246554196130544
FGF9	UGR	-0.0504536295827232	0.0246554196130544
DKK1	CTNNB1	-0.0514567332033304	0.0219352464238824
CTNNB1	DKK1	-0.0514567332033306	0.0219352464238819
DKK1	CBX2	-0.0514909419763246	0.0218472735486306
CBX2	DKK1	-0.0514909419763247	0.0218472735486304
FGF9	RSPO1	-0.0547420454367181	0.014768651959396
RSPO1	FGF9	-0.0547420454367182	0.0147686519593957
WNT4	UGR	-0.0577103194715368	0.0101577128401346
UGR	WNT4	-0.0577103194715368	0.0101577128401346
CBX2	PGD2	-0.0579897255642347	0.00979795736783516
PGD2	CBX2	-0.0579897255642348	0.00979795736783507
SOX9	RSPO1	-0.0654947688695674	0.00352471547840619
RSPO1	SOX9	-0.0654947688695676	0.00352471547840613
DKK1	FOXL2	-0.0657400650042125	0.00340288503418735
FOXL2	DKK1	-0.0657400650042126	0.0034028850341873
SRY	CTNNB1	-0.0704938870957976	0.00168323639127703
CTNNB1	SRY	-0.0704938870957978	0.00168323639127696
CBX2	RSPO1	-0.0715422476706534	0.00143301922786481
RSPO1	CBX2	-0.0715422476706534	0.00143301922786481
WNT4	DHH	-0.074135557487006	0.000953880855532795
DHH	WNT4	-0.0741355574870061	0.000953880855532785
FGF9	CBX2	-0.0748041156133709	0.0008570992477845
CBX2	FGF9	-0.074804115613371	0.00085709924778449
DKK1	UGR	-0.0749996360149316	0.00083056479435217
UGR	DKK1	-0.0749996360149316	0.000830564794352166
FGF9	WT1pKTS	-0.0792976366202949	0.000408494144446354
WT1pKTS	FGF9	-0.079297636620295	0.000408494144446353
UGR	DMRT1	-0.0802607660001961	0.000346760606954604
DMRT1	UGR	-0.0802607660001962	0.000346760606954601
CTNNB1	WT1pKTS	-0.0809435923993438	0.000308401406891327
WT1pKTS	CTNNB1	-0.0809435923993439	0.000308401406891322
CBX2	AMH	-0.0812998083134034	0.000290002841318209
AMH	CBX2	-0.0812998083134035	0.000290002841318207
DHH	UGR	-0.0812999636802114	0.000289995045638886
UGR	DHH	-0.0812999636802114	0.000289995045638886
NR5A1	DMRT1	-0.0845550637228887	0.0001634503101737
DMRT1	NR5A1	-0.0845550637228889	0.000163450310173695
CBX2	NR0B1	-0.0847196411484997	0.000158694358383264
NR0B1	CBX2	-0.0847196411484998	0.000158694358383264
RSPO1	UGR	-0.085097658048272	0.000148258587016945
UGR	RSPO1	-0.085097658048272	0.000148258587016944
CBX2	FOXL2	-0.0855107496204942	0.000137594358422375
FOXL2	CBX2	-0.0855107496204943	0.000137594358422373
DHH	CBX2	-0.0881920850860277	8.4081034275927e-05
CBX2	DHH	-0.0881920850860279	8.40810342759252e-05
UGR	FOXL2	-0.0886657232545855	7.69639318184247e-05
FOXL2	UGR	-0.0886657232545855	7.69639318184244e-05
WNT4	SOX9	-0.0893262124766912	6.79843128980209e-05
SOX9	WNT4	-0.0893262124766912	6.79843128980201e-05
CTNNB1	CBX2	-0.0896756761421269	6.36433953225034e-05
CBX2	CTNNB1	-0.089675676142127	6.36433953225024e-05
UGR	SRY	-0.0921184267998238	3.98640246794265e-05
SRY	UGR	-0.0921184267998238	3.98640246794265e-05
DKK1	WNT4	-0.0946027281486805	2.44786881992342e-05
WNT4	DKK1	-0.0946027281486806	2.44786881992341e-05
DKK1	NR5A1	-0.0950563856965543	2.2363971647422e-05
NR5A1	DKK1	-0.0950563856965544	2.23639716474217e-05
UGR	SOX9	-0.0959977937553507	1.85167682654606e-05
SOX9	UGR	-0.0959977937553508	1.85167682654603e-05
CBX2	SOX9	-0.0975157680140258	1.36077606998764e-05
SOX9	CBX2	-0.0975157680140259	1.36077606998763e-05
UGR	NR0B1	-0.10415638994019	3.35334020816231e-06
NR0B1	UGR	-0.10415638994019	3.3533402081623e-06
PGD2	NR0B1	-0.106798953841893	1.87461870197229e-06
NR0B1	PGD2	-0.106798953841893	1.87461870197229e-06
DMRT1	WNT4	-0.108371755791695	1.31747536406642e-06
WNT4	DMRT1	-0.108371755791695	1.31747536406638e-06
NR5A1	FOXL2	-0.11569185343356	2.39198566219879e-07
FOXL2	NR5A1	-0.11569185343356	2.39198566219872e-07
CTNNB1	DMRT1	-0.119167819776767	1.024758993445e-07
DMRT1	CTNNB1	-0.119167819776767	1.02475899344497e-07
UGR	CTNNB1	-0.122140136521693	4.8693096447187e-08
CTNNB1	UGR	-0.122140136521693	4.86930964471866e-08
CTNNB1	NR5A1	-0.122351505123808	4.61522508245624e-08
NR5A1	CTNNB1	-0.122351505123809	4.61522508245617e-08
DHH	NR0B1	-0.131296735410843	4.39769880751218e-09
NR0B1	DHH	-0.131296735410843	4.39769880751215e-09
NR5A1	NR0B1	-0.139609251291362	4.27604195988853e-10
NR0B1	NR5A1	-0.139609251291362	4.27604195988853e-10
NR0B1	FGF9	-0.141911065780311	2.18713467890573e-10
FGF9	NR0B1	-0.141911065780311	2.18713467890573e-10
DMRT1	CBX2	-0.155742224807926	3.09022818470176e-12
CBX2	DMRT1	-0.155742224807926	3.09022818470172e-12
SRY	FOXL2	-0.180330509620355	5.88689368041421e-16
FOXL2	SRY	-0.180330509620356	5.8868936804137e-16
NR0B1	AMH	-0.186614968128143	5.35632257015706e-17
AMH	NR0B1	-0.186614968128143	5.35632257015698e-17
FOXL2	WT1pKTS	-0.208600068841201	6.18894885508728e-21
WT1pKTS	FOXL2	-0.208600068841202	6.18894885508709e-21
NR5A1	RSPO1	-0.291518102493791	3.82057260682124e-40
RSPO1	NR5A1	-0.291518102493791	3.82057260682113e-40
