Parent	Type	Child	Weight	Probability	Score
AMH	+	FGF9	0.451673	0.982950	0.781919
CBX2	-	FGF9	-0.006572	0.029329	-0.000339
CTNNB1	+	FGF9	0.074728	0.093236	0.012271
DHH	+	FGF9	0.103781	0.011136	0.002035
DKK1	+	FGF9	0.142847	0.000068	0.000017
DMRT1	-	FGF9	-0.026151	0.169339	-0.007799
FGF9	+	FGF9	0.353413	0.016308	0.010151
FOXL2	+	FGF9	0.277338	0.579354	0.282983
GATA4	-	FGF9	-0.088750	0.854965	-0.133636
NR0B1	-	FGF9	-0.067580	0.202057	-0.024049
NR5A1	+	FGF9	0.011257	0.049305	0.000978
PGD2	+	FGF9	0.418894	0.524982	0.387307
RSPO1	-	FGF9	-0.056509	0.083482	-0.008308
SOX9	+	FGF9	0.377181	0.000008	0.000005
SRY	+	FGF9	0.124732	0.000218	0.000048
UGR	-	FGF9	-0.018612	0.019683	-0.000645
WNT4	-	FGF9	-0.107568	0.358566	-0.067929
WT1mKTS	-	FGF9	-0.013849	0.128313	-0.003130
WT1pKTS	+	FGF9	0.207339	0.000000	0.000000
AMH	-	FOXL2	-0.003144	0.095735	-0.000530
CBX2	-	FOXL2	-0.002216	0.051704	-0.000202
CTNNB1	+	FOXL2	0.024860	0.851102	0.037264
DHH	-	FOXL2	-0.000508	0.076857	-0.000069
DKK1	+	FOXL2	0.007308	0.115636	0.001488
DMRT1	+	FOXL2	0.010334	0.204626	0.003724
FGF9	+	FOXL2	0.007597	0.128109	0.001714
FOXL2	-	FOXL2	-0.025550	0.597597	-0.026891
GATA4	+	FOXL2	0.001286	0.082659	0.000187
NR0B1	-	FOXL2	-0.000894	0.051079	-0.000080
NR5A1	+	FOXL2	0.002010	0.067932	0.000241
PGD2	-	FOXL2	-0.007208	0.207973	-0.002640
RSPO1	-	FOXL2	-0.011065	0.251822	-0.004908
SOX9	-	FOXL2	-0.002018	0.079981	-0.000284
SRY	+	FOXL2	0.000370	0.079559	0.000052
UGR	+	FOXL2	0.009014	0.194416	0.003086
WNT4	+	FOXL2	0.015662	0.863154	0.023809
WT1mKTS	+	FOXL2	0.002456	0.083422	0.000361
WT1pKTS	+	FOXL2	0.003775	0.087568	0.000582
AMH	+	GATA4	0.081624	0.131521	0.018907
CBX2	+	GATA4	0.276189	1.000000	0.486422
CTNNB1	+	GATA4	0.134160	0.368545	0.087080
DHH	+	GATA4	0.060780	0.097568	0.010444
DKK1	+	GATA4	0.221130	0.990949	0.385928
DMRT1	+	GATA4	0.127101	0.092071	0.020610
FGF9	-	GATA4	-0.025215	0.126945	-0.005637
FOXL2	+	GATA4	0.491006	0.963606	0.833283
GATA4	+	GATA4	0.269950	0.999789	0.475332
NR0B1	+	GATA4	0.232378	0.999995	0.409260
NR5A1	+	GATA4	0.142028	0.123830	0.030975
PGD2	+	GATA4	0.154373	0.722824	0.196522
RSPO1	+	GATA4	0.073243	0.151253	0.019511
SOX9	-	GATA4	-0.066981	0.357442	-0.042166
SRY	+	GATA4	0.215209	0.925643	0.350841
UGR	+	GATA4	0.251525	0.999999	0.442984
WNT4	+	GATA4	0.061884	0.116562	0.012704
WT1mKTS	+	GATA4	0.300153	0.999999	0.528626
WT1pKTS	+	GATA4	0.332131	1.000000	0.584946
AMH	+	NR0B1	0.527173	0.000000	0.000000
CBX2	+	NR0B1	0.000558	0.049722	0.000049
CTNNB1	+	NR0B1	0.120217	0.148069	0.031350
DHH	+	NR0B1	0.242098	0.000000	0.000000
DKK1	+	NR0B1	0.054901	0.093202	0.009012
DMRT1	+	NR0B1	0.255819	0.993798	0.447751
FGF9	+	NR0B1	0.479732	0.000000	0.000000
FOXL2	+	NR0B1	0.003845	0.383935	0.002600
GATA4	+	NR0B1	0.266141	0.993796	0.465816
NR0B1	+	NR0B1	0.446212	1.000000	0.785864
NR5A1	+	NR0B1	0.020274	0.071036	0.002536
PGD2	+	NR0B1	0.392480	0.000000	0.000000
RSPO1	-	NR0B1	-0.112107	0.159924	-0.031576
SOX9	-	NR0B1	-0.208053	0.965972	-0.353952
SRY	+	NR0B1	0.248287	0.965519	0.422203
UGR	-	NR0B1	-0.313720	0.999794	-0.552407
WNT4	+	NR0B1	0.322875	0.999996	0.568641
WT1mKTS	+	NR0B1	0.206132	0.753243	0.273456
WT1pKTS	+	NR0B1	0.080723	0.107802	0.015326
AMH	+	NR5A1	0.078125	0.118718	0.016335
CBX2	+	NR5A1	0.430750	1.000000	0.758633
CTNNB1	+	NR5A1	0.217996	0.419016	0.160874
DHH	+	NR5A1	0.109505	0.170654	0.032912
DKK1	-	NR5A1	-0.014685	0.090043	-0.002329
DMRT1	+	NR5A1	0.370849	0.000000	0.000000
FGF9	+	NR5A1	0.153457	0.344807	0.093190
FOXL2	+	NR5A1	0.329477	0.613051	0.355736
GATA4	+	NR5A1	0.113102	0.113106	0.022530
NR0B1	+	NR5A1	0.045952	0.082204	0.006653
NR5A1	+	NR5A1	0.327353	0.999995	0.576529
PGD2	+	NR5A1	0.227069	0.929238	0.371613
RSPO1	-	NR5A1	-0.373186	1.000000	-0.657252
SOX9	+	NR5A1	0.208738	0.721620	0.265287
SRY	+	NR5A1	0.287466	0.998743	0.505646
UGR	+	NR5A1	0.296384	0.998656	0.521288
WNT4	-	NR5A1	-0.016076	0.056383	-0.001596
WT1mKTS	+	NR5A1	0.230655	0.836316	0.339735
WT1pKTS	+	NR5A1	0.280911	0.995232	0.492378
AMH	+	PGD2	0.409379	0.999279	0.720474
CBX2	-	PGD2	-0.020639	0.039481	-0.001435
CTNNB1	+	PGD2	0.064400	0.082495	0.009357
DHH	+	PGD2	0.198485	0.024489	0.008561
DKK1	+	PGD2	0.131661	0.003365	0.000780
DMRT1	-	PGD2	-0.043627	0.218342	-0.016776
FGF9	+	PGD2	0.417439	0.999026	0.734474
FOXL2	+	PGD2	0.146917	0.446086	0.115424
GATA4	-	PGD2	-0.030503	0.168067	-0.009029
NR0B1	-	PGD2	-0.071212	0.178233	-0.022354
NR5A1	+	PGD2	0.032171	0.043272	0.002452
PGD2	+	PGD2	0.184271	0.023653	0.007676
RSPO1	-	PGD2	-0.044489	0.063618	-0.004985
SOX9	+	PGD2	0.341311	0.130585	0.078497
SRY	+	PGD2	0.133225	0.002461	0.000577
UGR	-	PGD2	-0.022927	0.023300	-0.000941
WNT4	-	PGD2	-0.124285	0.480962	-0.105277
WT1mKTS	-	PGD2	-0.001089	0.081316	-0.000156
WT1pKTS	+	PGD2	0.084636	0.009476	0.001412
AMH	-	RSPO1	-0.042216	0.124309	-0.009242
CBX2	-	RSPO1	-0.047941	0.096039	-0.008109
CTNNB1	+	RSPO1	0.023085	0.066529	0.002705
DHH	-	RSPO1	-0.064568	0.204365	-0.023240
DKK1	+	RSPO1	0.079572	0.286211	0.040110
DMRT1	+	RSPO1	0.105987	0.646049	0.120594
FGF9	-	RSPO1	-0.036403	0.118915	-0.007624
FOXL2	-	RSPO1	-0.457607	0.914381	-0.736931
GATA4	+	RSPO1	0.045068	0.128929	0.010234
NR0B1	+	RSPO1	0.011387	0.065296	0.001309
NR5A1	-	RSPO1	-0.100467	0.545669	-0.096552
PGD2	-	RSPO1	-0.038578	0.123602	-0.008398
RSPO1	+	RSPO1	0.456948	1.000000	0.804773
SOX9	-	RSPO1	-0.017199	0.079097	-0.002396
SRY	+	RSPO1	0.065021	0.192112	0.022000
UGR	+	RSPO1	0.051867	0.084603	0.007728
WNT4	+	RSPO1	0.277794	1.000000	0.489248
WT1mKTS	+	RSPO1	0.016151	0.088291	0.002511
WT1pKTS	-	RSPO1	-0.014532	0.086854	-0.002223
AMH	+	SOX9	0.198136	0.358083	0.124955
CBX2	-	SOX9	-0.085023	0.176274	-0.026396
CTNNB1	+	SOX9	0.414896	0.999591	0.730413
DHH	+	SOX9	0.020083	0.080915	0.002862
DKK1	+	SOX9	0.159752	0.022937	0.006453
DMRT1	+	SOX9	0.230738	0.075834	0.030817
FGF9	+	SOX9	0.190919	0.261170	0.087817
FOXL2	+	SOX9	0.120989	0.430900	0.091818
GATA4	-	SOX9	-0.088421	0.627963	-0.097790
NR0B1	+	SOX9	0.073825	0.088154	0.011462
NR5A1	-	SOX9	-0.002193	0.074084	-0.000286
PGD2	+	SOX9	0.250246	0.851640	0.375344
RSPO1	-	SOX9	-0.291160	0.999778	-0.512674
SOX9	+	SOX9	0.433166	1.000000	0.762888
SRY	+	SOX9	0.306262	0.825200	0.445102
UGR	+	SOX9	0.003042	0.021637	0.000116
WNT4	-	SOX9	-0.268695	0.999995	-0.473220
WT1mKTS	+	SOX9	0.105458	0.017886	0.003322
WT1pKTS	+	SOX9	0.134731	0.012450	0.002954
AMH	+	SRY	0.065299	0.122646	0.014105
CBX2	+	SRY	0.269059	0.000000	0.000000
CTNNB1	+	SRY	0.435615	1.000000	0.767201
DHH	+	SRY	0.053618	0.106692	0.010075
DKK1	+	SRY	0.248692	0.999979	0.437985
DMRT1	+	SRY	0.209640	0.992841	0.366574
FGF9	+	SRY	0.093622	0.199436	0.032884
FOXL2	+	SRY	0.166015	0.522178	0.152677
GATA4	+	SRY	0.169572	0.600511	0.179342
NR0B1	+	SRY	0.293258	1.000000	0.516483
NR5A1	+	SRY	0.054893	0.074917	0.007243
PGD2	+	SRY	0.175072	0.955516	0.294620
RSPO1	+	SRY	0.378330	0.000000	0.000000
SOX9	+	SRY	0.105576	0.199239	0.037046
SRY	+	SRY	0.342228	1.000000	0.602729
UGR	-	SRY	-0.275957	1.000000	-0.486013
WNT4	+	SRY	0.258997	1.000000	0.456143
WT1mKTS	+	SRY	0.132722	0.167309	0.039108
WT1pKTS	+	SRY	0.173997	0.678952	0.208059
AMH	-	UGR	-0.084965	0.885146	-0.132453
CBX2	+	UGR	0.170334	1.000000	0.299990
CTNNB1	-	UGR	-0.131810	0.805289	-0.186941
DHH	-	UGR	-0.052330	0.350516	-0.032305
DKK1	-	UGR	-0.016465	0.110252	-0.003197
DMRT1	-	UGR	-0.017226	0.114031	-0.003459
FGF9	-	UGR	-0.056844	0.423023	-0.042350
FOXL2	+	UGR	0.101582	0.508680	0.091005
GATA4	-	UGR	-0.019093	0.136447	-0.004588
NR0B1	-	UGR	-0.154463	1.000000	-0.272039
NR5A1	+	UGR	0.090540	0.670207	0.106870
PGD2	-	UGR	-0.037579	0.203636	-0.013477
RSPO1	+	UGR	0.184683	0.999999	0.325262
SOX9	-	UGR	-0.079150	0.845472	-0.117857
SRY	-	UGR	-0.021147	0.133096	-0.004957
UGR	+	UGR	0.505214	1.000000	0.889778
WNT4	+	UGR	0.313173	0.000000	0.000000
WT1mKTS	+	UGR	0.164046	1.000000	0.288916
WT1pKTS	+	UGR	0.095763	0.714683	0.120536
AMH	+	WNT4	0.000075	0.075564	0.000010
CBX2	+	WNT4	0.270785	1.000000	0.476903
CTNNB1	-	WNT4	-0.014131	0.062552	-0.001557
DHH	+	WNT4	0.004982	0.077703	0.000682
DKK1	-	WNT4	-0.077271	0.387047	-0.052673
DMRT1	-	WNT4	-0.116247	0.865793	-0.177256
FGF9	-	WNT4	-0.013408	0.086454	-0.002041
FOXL2	-	WNT4	-0.313916	0.730457	-0.403844
GATA4	+	WNT4	0.146463	0.401915	0.103673
NR0B1	+	WNT4	0.153025	0.956454	0.257771
NR5A1	+	WNT4	0.065461	0.096522	0.011128
PGD2	-	WNT4	-0.014395	0.088083	-0.002233
RSPO1	+	WNT4	0.214839	0.988476	0.374011
SOX9	-	WNT4	-0.146778	0.978808	-0.253025
SRY	+	WNT4	0.197595	0.970845	0.337857
UGR	-	WNT4	-0.284120	1.000000	-0.500390
WNT4	+	WNT4	0.567798	1.000000	1.000000
WT1mKTS	-	WNT4	-0.021826	0.118010	-0.004536
WT1pKTS	-	WNT4	-0.005757	0.092608	-0.000939
AMH	-	WT1mKTS	-0.007312	0.092036	-0.001185
CBX2	+	WT1mKTS	0.189509	0.991954	0.331075
CTNNB1	+	WT1mKTS	0.123874	0.313309	0.068353
DHH	+	WT1mKTS	0.055492	0.095048	0.009289
DKK1	+	WT1mKTS	0.183441	0.733066	0.236835
DMRT1	+	WT1mKTS	0.186715	0.771778	0.253793
FGF9	+	WT1mKTS	0.142414	0.598805	0.150191
FOXL2	+	WT1mKTS	0.504313	0.968605	0.860307
GATA4	+	WT1mKTS	0.283763	0.999993	0.499758
NR0B1	+	WT1mKTS	0.215631	0.999970	0.379757
NR5A1	+	WT1mKTS	0.230307	0.999602	0.405453
PGD2	+	WT1mKTS	0.004912	0.087770	0.000759
RSPO1	+	WT1mKTS	0.060887	0.116816	0.012527
SOX9	-	WT1mKTS	-0.068452	0.364840	-0.043984
SRY	+	WT1mKTS	0.200274	0.812129	0.286454
UGR	+	WT1mKTS	0.314736	1.000000	0.554310
WNT4	+	WT1mKTS	0.035944	0.073450	0.004650
WT1mKTS	+	WT1mKTS	0.268925	0.999876	0.473570
WT1pKTS	+	WT1mKTS	0.330112	1.000000	0.581389
AMH	+	WT1pKTS	0.149956	0.812466	0.214574
CBX2	+	WT1pKTS	0.275995	1.000000	0.486080
CTNNB1	+	WT1pKTS	0.127858	0.344764	0.077635
DHH	+	WT1pKTS	0.002817	0.086142	0.000427
DKK1	+	WT1pKTS	0.190127	0.952903	0.319080
DMRT1	+	WT1pKTS	0.197184	0.975070	0.338621
FGF9	-	WT1pKTS	-0.025613	0.119103	-0.005373
FOXL2	+	WT1pKTS	0.365617	0.856418	0.551466
GATA4	+	WT1pKTS	0.269730	0.999998	0.475046
NR0B1	+	WT1pKTS	0.178498	0.994153	0.312531
NR5A1	+	WT1pKTS	0.176055	0.878428	0.272371
PGD2	+	WT1pKTS	0.050476	0.098474	0.008754
RSPO1	-	WT1pKTS	-0.009667	0.043035	-0.000733
SOX9	-	WT1pKTS	-0.084832	0.541454	-0.080897
SRY	+	WT1pKTS	0.265884	0.999999	0.468272
UGR	+	WT1pKTS	0.273722	1.000000	0.482077
WNT4	+	WT1pKTS	0.076047	0.170156	0.022790
WT1mKTS	+	WT1pKTS	0.283128	1.000000	0.498643
WT1pKTS	+	WT1pKTS	0.277624	1.000000	0.488948
