Gene1	Gene2	EdgeWeight
CBX2	CTNNB1	0.9999979999999999
NR0B1	WT1mKTS	0.9999979999999999
WNT4	NR0B1	0.9999959999999999
WT1pKTS	SRY	0.9999950000000001
WNT4	SOX9	0.9999950000000001
NR0B1	GATA4	0.9999950000000001
WNT4	CBX2	0.999993
WT1mKTS	WT1mKTS	0.999991
AMH	AMH	0.9999879999999999
DKK1	SRY	0.9999790000000001
CBX2	DKK1	0.999976
WT1mKTS	CTNNB1	0.9999709999999999
NR5A1	SRY	0.999969
NR5A1	WT1mKTS	0.9999399999999999
WNT4	UGR	0.9999389999999999
DKK1	RSPO1	0.999885
RSPO1	SOX9	0.9997780000000001
AMH	DHH	0.999634
NR5A1	CTNNB1	0.99961
WT1pKTS	DMRT1	0.999606
CTNNB1	SOX9	0.999591
WT1mKTS	CBX2	0.9995809999999999
RSPO1	CTNNB1	0.999469
CTNNB1	RSPO1	0.9993360000000001
WT1pKTS	NR5A1	0.999307
AMH	PGD2	0.9992790000000001
WT1pKTS	CBX2	0.999134
SOX9	DKK1	0.999094
FGF9	PGD2	0.999026
CTNNB1	NR0B1	0.9989610000000001
SRY	FOXL2	0.9986719999999999
NR5A1	RSPO1	0.9979290000000001
GATA4	WNT4	0.997423
WT1pKTS	DKK1	0.9965700000000001
DMRT1	NR5A1	0.996186
GATA4	CTNNB1	0.996165
NR0B1	WT1pKTS	0.9941530000000001
DMRT1	NR0B1	0.993798
GATA4	NR0B1	0.9937959999999999
DMRT1	SRY	0.992841
CTNNB1	DMRT1	0.992218
CBX2	WT1mKTS	0.9919540000000001
NR0B1	CTNNB1	0.991353
DKK1	GATA4	0.990949
CTNNB1	GATA4	0.9904229999999999
RSPO1	WNT4	0.988476
RSPO1	GATA4	0.9883540000000001
FOXL2	CTNNB1	0.9880190000000001
CTNNB1	DKK1	0.987401
CTNNB1	CBX2	0.985716
AMH	FGF9	0.98295
WT1mKTS	RSPO1	0.981908
NR0B1	FOXL2	0.979952
SOX9	WNT4	0.978808
WT1pKTS	FOXL2	0.976459
DMRT1	WT1pKTS	0.9750700000000001
FGF9	DHH	0.9716389999999999
SRY	WNT4	0.9708450000000001
GATA4	RSPO1	0.9692639999999999
GATA4	UGR	0.9677
SRY	NR0B1	0.9664010000000001
SOX9	NR0B1	0.9659719999999999
FGF9	RSPO1	0.956268
PGD2	SRY	0.955516
DKK1	WT1pKTS	0.9529030000000001
GATA4	CBX2	0.952633
FGF9	DMRT1	0.9356180000000001
NR5A1	UGR	0.9342090000000001
PGD2	NR5A1	0.9292379999999999
SRY	GATA4	0.925643
FGF9	WNT4	0.92389
WNT4	DKK1	0.923783
WT1mKTS	DKK1	0.9155409999999999
FOXL2	RSPO1	0.914381
PGD2	UGR	0.901909
SRY	DMRT1	0.898868
SRY	DKK1	0.8967
AMH	UGR	0.8851459999999999
GATA4	FGF9	0.885117
DMRT1	WNT4	0.865793
WNT4	FOXL2	0.8631540000000001
FOXL2	WT1pKTS	0.856418
PGD2	SOX9	0.85164
CTNNB1	FOXL2	0.851102
SOX9	WT1mKTS	0.848234
DMRT1	CTNNB1	0.845474
SOX9	UGR	0.8454719999999999
GATA4	NR5A1	0.8428040000000001
WT1mKTS	NR5A1	0.836316
SRY	SOX9	0.8252
WT1mKTS	DMRT1	0.813998
AMH	WT1pKTS	0.812466
SRY	WT1mKTS	0.812129
PGD2	CBX2	0.8058569999999999
CTNNB1	UGR	0.805289
DKK1	FOXL2	0.793478
DMRT1	WT1mKTS	0.771778
FGF9	CTNNB1	0.769616
DKK1	CTNNB1	0.766927
NR5A1	FOXL2	0.755888
AMH	GATA4	0.754791
WNT4	WT1pKTS	0.738807
DKK1	WT1mKTS	0.733066
NR0B1	RSPO1	0.726399
PGD2	GATA4	0.722824
SOX9	NR5A1	0.7216199999999999
WT1pKTS	UGR	0.714683
WNT4	DMRT1	0.713924
SOX9	DMRT1	0.6784720000000001
FOXL2	DHH	0.6585810000000001
DMRT1	RSPO1	0.646049
NR0B1	DMRT1	0.6446649999999999
DMRT1	FOXL2	0.639935
GATA4	SOX9	0.627963
SOX9	SRY	0.620785
FOXL2	NR5A1	0.613051
PGD2	PGD2	0.6069720000000001
GATA4	AMH	0.605266
GATA4	SRY	0.600511
FGF9	WT1mKTS	0.598805
RSPO1	WT1pKTS	0.595856
NR5A1	WNT4	0.5931649999999999
FOXL2	DMRT1	0.58631
DKK1	NR5A1	0.582576
FOXL2	FGF9	0.579354
FOXL2	UGR	0.5683
FOXL2	AMH	0.564349
SOX9	RSPO1	0.559615
FGF9	AMH	0.5563060000000001
DHH	GATA4	0.549702
DMRT1	GATA4	0.5483060000000001
FGF9	FOXL2	0.543535
AMH	NR0B1	0.5433680000000001
DHH	NR5A1	0.542794
SOX9	WT1pKTS	0.541454
DHH	NR0B1	0.5401630000000001
DHH	CBX2	0.530566
DHH	CTNNB1	0.530334
AMH	SRY	0.529655
PGD2	FGF9	0.524982
FOXL2	SRY	0.5221779999999999
FGF9	WT1pKTS	0.520985
FGF9	CBX2	0.516637
FGF9	DKK1	0.514734
FGF9	GATA4	0.510941
PGD2	DHH	0.49907799999999997
AMH	FOXL2	0.497234
AMH	SOX9	0.49218500000000004
DHH	AMH	0.491595
CTNNB1	WT1pKTS	0.491462
FGF9	NR0B1	0.490439
PGD2	CTNNB1	0.48998100000000006
PGD2	NR0B1	0.48611499999999996
CBX2	FOXL2	0.485407
WNT4	PGD2	0.480962
WNT4	GATA4	0.4738
DHH	WNT4	0.47275100000000003
WT1pKTS	RSPO1	0.47092799999999996
DHH	WT1pKTS	0.469049
FOXL2	CBX2	0.468722
FGF9	NR5A1	0.46798599999999996
FGF9	SRY	0.465633
AMH	WNT4	0.464658
FGF9	UGR	0.461053
PGD2	DMRT1	0.458121
PGD2	DKK1	0.455743
FGF9	FGF9	0.454946
DHH	WT1mKTS	0.453424
WT1mKTS	FOXL2	0.452193
FGF9	SOX9	0.447697
PGD2	AMH	0.447479
FOXL2	PGD2	0.446086
PGD2	RSPO1	0.446032
PGD2	FOXL2	0.44559
PGD2	WNT4	0.44533999999999996
PGD2	WT1pKTS	0.44495500000000004
DHH	UGR	0.443091
AMH	DMRT1	0.44242700000000007
PGD2	WT1mKTS	0.442198
SOX9	GATA4	0.441827
DHH	DHH	0.441325
DHH	SRY	0.440028
DHH	FOXL2	0.439504
AMH	WT1mKTS	0.43886499999999995
AMH	CBX2	0.437017
AMH	NR5A1	0.436737
AMH	CTNNB1	0.43668900000000005
AMH	DKK1	0.436302
AMH	RSPO1	0.43579799999999996
DHH	RSPO1	0.43234399999999995
RSPO1	WT1mKTS	0.431249
FOXL2	SOX9	0.4309
DHH	SOX9	0.429691
DHH	DMRT1	0.42949899999999996
DHH	FGF9	0.428724
DHH	PGD2	0.428116
DHH	DKK1	0.42766400000000004
CTNNB1	NR5A1	0.419016
GATA4	DHH	0.40918899999999997
CBX2	SOX9	0.408004
RSPO1	CBX2	0.40379899999999996
FOXL2	DKK1	0.40075700000000003
SOX9	FOXL2	0.39608899999999997
DKK1	WNT4	0.387047
CTNNB1	WT1mKTS	0.362782
WNT4	FGF9	0.358566
WNT4	NR5A1	0.349568
SOX9	FGF9	0.33926
GATA4	FOXL2	0.337448
SOX9	CTNNB1	0.331438
SOX9	AMH	0.32951199999999997
SOX9	DHH	0.32410300000000003
SOX9	PGD2	0.322561
CTNNB1	AMH	0.317402
WNT4	WT1mKTS	0.31159000000000003
SRY	CBX2	0.284423
RSPO1	DKK1	0.281173
NR5A1	SOX9	0.267129
WNT4	DHH	0.26474200000000003
SRY	CTNNB1	0.263696
CTNNB1	WNT4	0.259726
RSPO1	FOXL2	0.251822
RSPO1	DMRT1	0.245714
SRY	RSPO1	0.230765
WT1pKTS	PGD2	0.228541
CBX2	SRY	0.222771
DMRT1	PGD2	0.218342
NR0B1	FGF9	0.202057
WT1pKTS	SOX9	0.20128900000000002
NR5A1	DMRT1	0.199682
NR0B1	DKK1	0.19856500000000002
WNT4	AMH	0.19551300000000002
DKK1	UGR	0.194429
UGR	FOXL2	0.194416
CBX2	NR0B1	0.188362
WT1pKTS	CTNNB1	0.179877
NR0B1	PGD2	0.178233
GATA4	DMRT1	0.170707
DMRT1	FGF9	0.16933900000000002
GATA4	PGD2	0.168067
WT1mKTS	SRY	0.16730899999999999
WT1mKTS	DHH	0.166656
NR5A1	DKK1	0.162865
RSPO1	NR0B1	0.159924
DKK1	AMH	0.159585
DMRT1	UGR	0.15925999999999998
UGR	PGD2	0.156584
DKK1	NR0B1	0.15456099999999998
NR0B1	NR5A1	0.14893
WT1mKTS	FGF9	0.148917
NR0B1	CBX2	0.14741500000000002
NR5A1	DHH	0.14596800000000001
DKK1	PGD2	0.145322
UGR	DHH	0.140379
DMRT1	AMH	0.135605
NR0B1	DHH	0.134152
SRY	UGR	0.133096
DMRT1	SOX9	0.131895
CTNNB1	DHH	0.12943
RSPO1	PGD2	0.122846
RSPO1	DHH	0.119965
WT1mKTS	WNT4	0.11800999999999999
WT1mKTS	AMH	0.11700799999999999
UGR	CTNNB1	0.114472
DKK1	SOX9	0.11408900000000001
GATA4	DKK1	0.113542
DMRT1	DHH	0.112225
NR0B1	AMH	0.108482
DKK1	DHH	0.104676
DKK1	FGF9	0.10453
RSPO1	SRY	0.101256
CTNNB1	FGF9	0.093236
NR5A1	NR0B1	0.089091
NR0B1	SOX9	0.088154
UGR	RSPO1	0.087139
WT1mKTS	PGD2	0.085701
RSPO1	FGF9	0.083482
RSPO1	AMH	0.083163
CTNNB1	PGD2	0.082495
WT1mKTS	SOX9	0.081173
CBX2	FGF9	0.08077000000000001
NR5A1	FGF9	0.06648899999999999
UGR	AMH	0.063974
NR5A1	PGD2	0.062825
WT1pKTS	FGF9	0.056065
CBX2	DHH	0.050381999999999996
WT1pKTS	AMH	0.048434
CBX2	PGD2	0.048225
SRY	PGD2	0.047554
WT1pKTS	DHH	0.045854
NR5A1	AMH	0.045018
UGR	DMRT1	0.042401999999999995
CBX2	AMH	0.041568
UGR	DKK1	0.039168
SRY	DHH	0.03812
UGR	SOX9	0.03272
SRY	AMH	0.029939999999999998
SRY	FGF9	0.027535000000000004
UGR	FGF9	0.027087
