Parent	Type	Child	Weight	Probability	Score
g14	-	g5	-0.081466	0.071789	-0.007583
g15	-	g5	-0.026726	0.088760	-0.003076
g16	-	g5	-0.237144	0.448835	-0.138001
g17	-	g5	-0.005708	0.387119	-0.002865
g18	+	g5	0.099619	0.406018	0.052441
g2	+	g5	0.107013	0.043800	0.006077
g3	+	g5	0.178408	0.071040	0.016432
g4	+	g5	0.427192	1.000000	0.553869
g5	+	g5	0.525250	1.000000	0.681004
g6	+	g5	0.249656	0.785850	0.254370
g7	+	g5	0.127047	0.109352	0.018013
g8	+	g5	0.105015	0.109757	0.014944
g9	+	g5	0.010158	0.038467	0.000507
g1	-	g6	-0.005796	0.061787	-0.000464
g10	+	g6	0.059365	0.071421	0.005497
g11	+	g6	0.132209	0.188435	0.032300
g12	+	g6	0.048305	0.056449	0.003535
g13	-	g6	-0.136283	0.179890	-0.031786
g14	-	g6	-0.144132	0.164376	-0.030717
g15	+	g6	0.148345	0.183287	0.035252
g16	+	g6	0.032120	0.320550	0.013349
g17	+	g6	0.194828	0.453430	0.114537
g18	-	g6	-0.146213	0.424758	-0.080522
g2	+	g6	0.059341	0.060705	0.004671
g3	+	g6	0.099229	0.051046	0.006567
g4	+	g6	0.323907	0.995470	0.418054
g5	+	g6	0.301703	0.933260	0.365062
g6	+	g6	0.460754	1.000000	0.597383
g7	+	g6	0.268009	0.841001	0.292234
g8	+	g6	0.219546	0.570197	0.162305
g9	-	g6	-0.012956	0.047961	-0.000806
g1	+	g7	0.015066	0.059833	0.001169
g10	+	g7	0.023266	0.049726	0.001500
g11	+	g7	0.184367	0.385236	0.092086
g12	+	g7	0.014956	0.036676	0.000711
g13	+	g7	0.337474	0.000000	0.000000
g14	+	g7	0.197222	0.229152	0.058595
g15	-	g7	-0.017337	0.091176	-0.002049
g16	-	g7	-0.120905	0.348422	-0.054618
g17	+	g7	0.052440	0.390173	0.026528
g18	+	g7	0.130828	0.413300	0.070105
g2	+	g7	0.050356	0.067414	0.004401
g3	+	g7	0.006321	0.063693	0.000522
g4	+	g7	0.249425	0.479951	0.155210
g5	+	g7	0.111444	0.069232	0.010003
g6	+	g7	0.365498	0.999927	0.473846
g7	+	g7	0.435506	1.000000	0.564648
g8	+	g7	0.212500	0.342492	0.094361
g9	+	g7	0.229846	0.684600	0.204013
g1	-	g8	-0.023399	0.065835	-0.001997
g10	+	g8	0.061300	0.080778	0.006420
g11	+	g8	0.244885	0.937278	0.297587
g12	+	g8	0.023396	0.044725	0.001357
g13	+	g8	0.472065	0.000000	0.000000
g14	+	g8	0.250523	0.381651	0.123965
g15	-	g8	-0.219449	0.279317	-0.079472
g16	-	g8	-0.335885	0.527019	-0.229509
g17	-	g8	-0.094313	0.401143	-0.049052
g18	-	g8	-0.228176	0.467629	-0.138342
g2	+	g8	0.082051	0.147578	0.015700
g3	+	g8	0.043817	0.091874	0.005219
g4	+	g8	0.094109	0.167719	0.020464
g5	+	g8	0.011774	0.063626	0.000971
g6	+	g8	0.275092	0.999847	0.356611
g7	+	g8	0.318077	0.999991	0.412394
g8	+	g8	0.278821	0.997478	0.360589
g9	+	g8	0.322921	0.999985	0.418671
g1	-	g9	-0.000375	0.060808	-0.000030
g10	+	g9	0.234054	0.910925	0.276429
g11	+	g9	0.191534	0.534575	0.132751
g12	+	g9	0.153210	0.237146	0.047107
g13	-	g9	-0.138030	0.154447	-0.027640
g14	+	g9	0.271559	0.542698	0.191076
g15	-	g9	-0.319985	0.548318	-0.227481
g16	-	g9	-0.757120	0.959231	-0.941611
g17	-	g9	-0.077646	0.397238	-0.039990
g18	-	g9	-0.486915	0.706131	-0.445782
g2	+	g9	0.063546	0.133150	0.010970
g3	+	g9	0.021894	0.074931	0.002127
g4	+	g9	0.050849	0.097694	0.006441
g5	-	g9	-0.022236	0.063527	-0.001831
g6	+	g9	0.168309	0.683692	0.149194
g7	+	g9	0.197704	0.856165	0.219461
g8	+	g9	0.270664	0.998905	0.350541
g9	+	g9	0.292100	0.999393	0.378488
