Gene1	Gene2	corVal	pValue
cJun	Eklf	-0.115616702240307	2.30358525781756e-07
Gata1	EgrNab	-0.121946302727443	4.80756086901116e-08
EgrNab	Gata1	-0.121946302727443	4.80756086901108e-08
Cebpa	Gata1	-0.125329215879029	2.01286840037569e-08
Gata1	Cebpa	-0.125329215879029	2.01286840037568e-08
Pu1	Fog1	-0.127526226241187	1.12940497593396e-08
Fog1	Pu1	-0.127526226241187	1.12940497593393e-08
Pu1	Gata2	-0.137177238566092	7.93785076531048e-10
Gata2	Pu1	-0.137177238566092	7.93785076531042e-10
cJun	Gata1	-0.144458637661821	9.43231435099513e-11
Gata1	cJun	-0.144458637661821	9.43231435099495e-11
Cebpa	cJun	-0.148487074192287	2.76886968597795e-11
cJun	Cebpa	-0.148487074192287	2.76886968597793e-11
cJun	Scl	-0.153533219049893	5.68541762738952e-12
Scl	cJun	-0.153533219049893	5.68541762738952e-12
EgrNab	Gfi1	-0.165001705205204	1.27552935979468e-13
Gfi1	EgrNab	-0.165001705205204	1.27552935979464e-13
cJun	Fog1	-0.17201494192288	1.09021688651797e-14
Fog1	cJun	-0.17201494192288	1.09021688651796e-14
EgrNab	Cebpa	-0.189678273567691	1.39131506557188e-17
Cebpa	EgrNab	-0.189678273567691	1.39131506557188e-17
Gfi1	cJun	-0.196993129509467	7.21657685665473e-19
cJun	Gfi1	-0.196993129509467	7.21657685665441e-19
Pu1	Gata1	-0.330311668549326	6.82290854232022e-52
Gata1	Pu1	-0.330311668549326	6.82290854231915e-52
