TF	target	importance
SOX9	DHH	0.10028377387045195
SOX9	WNT4	0.1001333349266205
SOX9	SRY	0.09914697132064354
DHH	NR0B1	0.09847396683642529
WT1mKTS	GATA4	0.09745669099528048
SRY	WT1pKTS	0.09733337159227087
UGR	NR0B1	0.09619383070364089
GATA4	WT1mKTS	0.0956233390186199
DKK1	CBX2	0.09559490475994291
DKK1	SOX9	0.09430793434704406
SRY	FOXL2	0.09248897191005327
DMRT1	CBX2	0.08966570589299692
PGD2	NR0B1	0.08852594116019741
RSPO1	FOXL2	0.08689187990832617
RSPO1	CBX2	0.08404314255076847
WT1pKTS	NR5A1	0.08074549775875044
WT1pKTS	SRY	0.07557646690746818
RSPO1	WT1pKTS	0.07478900912763312
RSPO1	UGR	0.07421789856451218
CTNNB1	SRY	0.07375886622999164
NR0B1	PGD2	0.0723064333766384
NR0B1	FGF9	0.07135178704991939
WT1pKTS	WT1mKTS	0.07118874870257247
DKK1	WNT4	0.07095986304797056
DMRT1	SOX9	0.07085484612025225
WNT4	CTNNB1	0.07045388519796277
UGR	SRY	0.07042271316078039
NR0B1	DHH	0.06929437084324981
WT1pKTS	RSPO1	0.06918722213940388
FOXL2	SRY	0.0677899612892561
RSPO1	NR0B1	0.06709285306792193
NR0B1	NR5A1	0.06604099537709808
CBX2	NR5A1	0.06592418945987456
SRY	CTNNB1	0.06578871259697115
SOX9	NR5A1	0.06534536859509713
UGR	GATA4	0.06312033289000848
CTNNB1	CBX2	0.06281353438328861
DMRT1	WNT4	0.062462809450855084
CTNNB1	UGR	0.0620768994621583
WNT4	GATA4	0.06181925973729372
NR0B1	GATA4	0.05895153405432852
UGR	WT1mKTS	0.05874437666084278
WT1pKTS	GATA4	0.058271488601020285
DHH	DKK1	0.0576769313901458
NR0B1	WT1mKTS	0.05749307023244582
CBX2	WT1mKTS	0.056710168947787944
WNT4	WT1mKTS	0.05649500700205982
PGD2	DKK1	0.055783167074878307
NR5A1	GATA4	0.055123817906529406
NR5A1	WT1mKTS	0.05441649483198603
DMRT1	WT1mKTS	0.05441269143379111
CTNNB1	GATA4	0.053742480599508126
DKK1	CTNNB1	0.05368660147300895
CBX2	GATA4	0.0529463620331014
DKK1	WT1mKTS	0.0529403895069317
WNT4	SOX9	0.052668634367592025
DMRT1	GATA4	0.052617314570590545
DMRT1	CTNNB1	0.05225606098582491
DHH	WT1mKTS	0.05140824445220381
PGD2	DMRT1	0.05111584994883504
NR5A1	SOX9	0.05107368062098238
AMH	GATA4	0.051034940057452835
SOX9	WT1mKTS	0.05100487998828608
DHH	GATA4	0.05090597839791394
FOXL2	GATA4	0.050634971960832095
SRY	GATA4	0.05041811459770766
DKK1	GATA4	0.050131321783991836
FGF9	DMRT1	0.049614574921312125
RSPO1	WT1mKTS	0.049523154988932866
SRY	WT1mKTS	0.049502940660779475
PGD2	WT1mKTS	0.049475912200449404
FOXL2	WT1mKTS	0.04925243890463182
SOX9	CBX2	0.04924647779974947
DHH	DMRT1	0.04911356504259741
RSPO1	GATA4	0.0489654910382811
CTNNB1	WT1mKTS	0.04893269627947167
FGF9	GATA4	0.04884060412607771
PGD2	GATA4	0.04844661363375064
CBX2	NR0B1	0.048331193091609936
NR0B1	RSPO1	0.04800261083850321
SRY	NR0B1	0.04779484501260257
WNT4	NR5A1	0.04688502052392093
SOX9	GATA4	0.04657268301633122
FGF9	WT1mKTS	0.0465709214252355
NR5A1	NR0B1	0.0463539799183565
AMH	WT1mKTS	0.0463045247629719
DKK1	UGR	0.04467372298732683
FGF9	DKK1	0.044211030868640575
DMRT1	UGR	0.04370341627817397
CBX2	DMRT1	0.040784799429955276
FOXL2	CBX2	0.040417176922353255
UGR	WNT4	0.040380098669525154
WNT4	PGD2	0.039705390423528684
SRY	CBX2	0.03951019841939378
RSPO1	SOX9	0.03766429058151033
WNT4	DMRT1	0.03744984839457233
SOX9	RSPO1	0.03743947444513836
DMRT1	DHH	0.037281544906024235
DKK1	WT1pKTS	0.036994200648625464
DMRT1	WT1pKTS	0.036628507699233856
WT1pKTS	CBX2	0.03655163716252168
DKK1	FGF9	0.03628786010909105
WNT4	FGF9	0.03565505413241345
AMH	DMRT1	0.034729178404223265
CTNNB1	DKK1	0.034239526367010664
CTNNB1	DMRT1	0.03421609608615526
DMRT1	FOXL2	0.03386452858825012
CBX2	DKK1	0.03381153414386595
NR0B1	CBX2	0.03377612378817245
DKK1	FOXL2	0.03368632507971653
WNT4	AMH	0.033494944571019036
CBX2	SRY	0.03308548403092963
WNT4	DHH	0.03296286160793661
WNT4	FOXL2	0.032787954537282754
WNT4	DKK1	0.03266036985565942
SOX9	UGR	0.031861733673755346
DKK1	DHH	0.03179538759195122
DMRT1	FGF9	0.0317030532153526
DMRT1	AMH	0.031675912875908235
DKK1	AMH	0.031213093136935578
CTNNB1	NR0B1	0.031136587966926258
DMRT1	NR5A1	0.02990068627453897
PGD2	NR5A1	0.029751018323494482
DKK1	NR5A1	0.02953843088761926
NR5A1	WNT4	0.02914388683789854
SRY	WNT4	0.028881113929222768
WNT4	WT1pKTS	0.028540901879733134
SRY	SOX9	0.02822247613925117
PGD2	WNT4	0.027989829343788367
AMH	DKK1	0.027078206543349255
CBX2	WNT4	0.0266555225012545
CBX2	RSPO1	0.02661076511845748
WNT4	SRY	0.026559610672211426
NR0B1	SRY	0.026558034290899285
RSPO1	SRY	0.026146983220492928
CBX2	WT1pKTS	0.025558173011942447
SOX9	NR0B1	0.024978146849924065
DKK1	PGD2	0.024923828550077902
DMRT1	PGD2	0.024851336136931957
SRY	RSPO1	0.02426040608328562
NR5A1	SRY	0.024177960958793127
FGF9	NR5A1	0.024080607139145126
DHH	NR5A1	0.023677715654079678
CBX2	CTNNB1	0.023331491565212723
SRY	NR5A1	0.023108423178717245
WNT4	CBX2	0.022999747829023663
FGF9	WNT4	0.022669105307820393
NR5A1	UGR	0.022222250848991813
FOXL2	WNT4	0.02180473952685136
PGD2	CBX2	0.021402562331908067
DHH	WNT4	0.020968340134705693
FOXL2	UGR	0.02062098895265589
DMRT1	NR0B1	0.01987375237636496
PGD2	SRY	0.019758358505870363
DKK1	NR0B1	0.019629383654268848
DKK1	RSPO1	0.01909984254364158
DHH	CBX2	0.018705337039885896
FGF9	SRY	0.018697547646094017
CBX2	FOXL2	0.01845085627510895
UGR	NR5A1	0.017856012771233786
NR0B1	CTNNB1	0.017150692957184487
DMRT1	RSPO1	0.016883130645114475
UGR	RSPO1	0.016326350534140183
DHH	SRY	0.01595198974890505
WT1pKTS	DKK1	0.01582463156599773
WT1pKTS	DMRT1	0.015420404505457234
DHH	UGR	0.015399599365089984
AMH	NR5A1	0.014984084163453669
SRY	DHH	0.01490691949489402
FGF9	CBX2	0.014808446950246829
NR5A1	DMRT1	0.014785330454925348
SOX9	WT1pKTS	0.01458576257472464
WT1pKTS	UGR	0.014471981409047
UGR	CTNNB1	0.014420968776571579
AMH	UGR	0.014401045535573167
PGD2	UGR	0.014389666079399796
AMH	WNT4	0.014382594958442452
FOXL2	NR0B1	0.01421443108412058
SOX9	CTNNB1	0.013911265505781598
NR5A1	DKK1	0.013885729143140159
NR0B1	WT1pKTS	0.013791012647792195
GATA4	UGR	0.013653763251266172
UGR	DKK1	0.01354627673609723
SRY	AMH	0.013538738120335903
WT1mKTS	WT1pKTS	0.013255917442110202
CBX2	SOX9	0.013107456101556305
WT1pKTS	NR0B1	0.012990531327027249
UGR	DMRT1	0.01285655381819815
UGR	WT1pKTS	0.012701326995152924
CTNNB1	SOX9	0.012691585592530094
WT1mKTS	UGR	0.012540722402691573
SRY	FGF9	0.01249765596989962
FGF9	UGR	0.012066436733144172
FOXL2	DMRT1	0.012001135036041376
SRY	PGD2	0.011853693828190093
RSPO1	DHH	0.011750227393795006
CBX2	AMH	0.011623304793398383
FOXL2	DKK1	0.011499747166497801
WT1pKTS	WNT4	0.01146845914390856
RSPO1	DMRT1	0.011421643744317363
AMH	SRY	0.01135763667678283
FGF9	RSPO1	0.01135183118605221
AMH	CBX2	0.011255220349893444
GATA4	WT1pKTS	0.011218962675586726
WT1mKTS	CBX2	0.01119285355886133
NR0B1	FOXL2	0.010951504202599776
SOX9	FOXL2	0.010947481925536382
NR5A1	DHH	0.010720166540646928
NR5A1	AMH	0.010719523093226905
RSPO1	DKK1	0.0103559304135164
DHH	RSPO1	0.010085624138228565
WT1mKTS	NR5A1	0.009910352506754488
GATA4	NR0B1	0.009862082300565305
NR5A1	PGD2	0.009407371068102799
GATA4	NR5A1	0.009183529738585753
NR5A1	FGF9	0.009062349334367744
NR0B1	SOX9	0.008913552581240484
GATA4	CBX2	0.008877461820845983
PGD2	RSPO1	0.008749183682300418
WT1mKTS	NR0B1	0.00872814095640688
UGR	SOX9	0.008339318559481662
DHH	WT1pKTS	0.008300630211164246
GATA4	WNT4	0.007865090172804214
CBX2	PGD2	0.007793100049378797
CBX2	DHH	0.007708395635650781
RSPO1	FGF9	0.007585226674563997
WT1mKTS	WNT4	0.007470280473422015
UGR	FOXL2	0.00742558143546007
AMH	WT1pKTS	0.007330648524913893
PGD2	WT1pKTS	0.007303493005330109
FGF9	WT1pKTS	0.00710143312189495
GATA4	SRY	0.007005607846634911
RSPO1	PGD2	0.006927725985288342
NR0B1	DKK1	0.006774420469941172
RSPO1	AMH	0.006446729944843598
FGF9	CTNNB1	0.006315545236532948
NR0B1	DMRT1	0.006119190582134322
CBX2	FGF9	0.005917908025472952
UGR	AMH	0.005875818252653574
WT1mKTS	SRY	0.005800232397507578
AMH	RSPO1	0.005538918233808027
CTNNB1	FGF9	0.005252519642149643
WT1pKTS	SOX9	0.005097311734182593
WT1mKTS	RSPO1	0.004966641657822343
UGR	DHH	0.00494522808179748
FGF9	FOXL2	0.0046718323254448055
UGR	PGD2	0.004593104377680363
WT1mKTS	CTNNB1	0.004550656785768576
PGD2	CTNNB1	0.004464507904491316
FOXL2	SOX9	0.004451874188270696
GATA4	RSPO1	0.00435364595479391
GATA4	FOXL2	0.004325351889109175
DHH	CTNNB1	0.004132623526608144
CTNNB1	AMH	0.004121966603872431
DHH	FOXL2	0.0040987241626310265
CTNNB1	PGD2	0.004018331610422002
PGD2	FOXL2	0.0037799710872711504
GATA4	CTNNB1	0.0037073966462998474
WT1mKTS	SOX9	0.003705721103599423
GATA4	DMRT1	0.0036919866018553086
GATA4	DKK1	0.0036612980000223097
CTNNB1	DHH	0.0036310013947007318
WT1mKTS	DMRT1	0.0036256117834649144
AMH	CTNNB1	0.003616754512864239
WT1mKTS	DKK1	0.003608121718449894
GATA4	SOX9	0.0035908229862729227
WT1mKTS	FOXL2	0.0032958798446641076
UGR	FGF9	0.003242720147275609
AMH	FOXL2	0.0030992848163382786
FOXL2	FGF9	0.0030541238987811512
FOXL2	AMH	0.0029992733115067876
WT1pKTS	AMH	0.002958509365996945
WT1pKTS	DHH	0.0028782425668513805
GATA4	PGD2	0.002871625888644163
WT1mKTS	AMH	0.0028013386664525234
WT1mKTS	DHH	0.0027927359038138087
GATA4	AMH	0.002767327537964259
FOXL2	DHH	0.0027033990661359197
GATA4	DHH	0.002593330093921966
FOXL2	PGD2	0.0024242225950569622
GATA4	FGF9	0.002335294965845017
WT1mKTS	PGD2	0.0023311496758173897
WT1pKTS	FGF9	0.002288809125294561
WT1mKTS	FGF9	0.0022230360904178514
WT1pKTS	PGD2	0.002106418656735019
