SourceGENES,TargetGENES,Interaction,Edges
g10,g4,0,no regulation
g10,g5,0,no regulation
g10,g6,0,no regulation
g10,g7,0,no regulation
g11,g1,0,no regulation
g11,g13,0,no regulation
g11,g15,0,no regulation
g11,g18,0,no regulation
g11,g2,0,no regulation
g11,g3,0,no regulation
g11,g4,0,no regulation
g11,g5,0,no regulation
g11,g6,0,no regulation
g11,g7,0,no regulation
g12,g1,0,no regulation
g12,g15,0,no regulation
g12,g2,0,no regulation
g12,g3,0,no regulation
g12,g4,0,no regulation
g12,g5,0,no regulation
g12,g6,0,no regulation
g12,g7,0,no regulation
g12,g8,0,no regulation
g13,g1,0,no regulation
g13,g16,0,no regulation
g13,g18,0,no regulation
g13,g3,0,no regulation
g13,g4,0,no regulation
g13,g5,0,no regulation
g13,g6,0,no regulation
g13,g7,0,no regulation
g13,g8,0,no regulation
g14,g1,0,no regulation
g14,g15,0,no regulation
g14,g16,0,no regulation
g14,g17,0,no regulation
g14,g2,0,no regulation
g14,g3,0,no regulation
g14,g4,0,no regulation
g14,g5,0,no regulation
g14,g6,0,no regulation
g15,g15,0,no regulation
g15,g16,0,no regulation
g15,g17,0,no regulation
g15,g4,0,no regulation
g15,g5,0,no regulation
g15,g6,0,no regulation
g15,g7,0,no regulation
g15,g8,0,no regulation
g15,g9,0,no regulation
g16,g10,0,no regulation
g16,g11,0,no regulation
g16,g12,0,no regulation
g16,g13,0,no regulation
g16,g14,0,no regulation
g16,g15,0,no regulation
g16,g16,0,no regulation
g16,g17,0,no regulation
g16,g2,0,no regulation
g16,g3,0,no regulation
g16,g7,0,no regulation
g17,g11,0,no regulation
g17,g12,0,no regulation
g17,g15,0,no regulation
g17,g16,0,no regulation
g17,g18,0,no regulation
g17,g2,0,no regulation
g17,g3,0,no regulation
g17,g4,0,no regulation
g17,g5,0,no regulation
g17,g6,0,no regulation
g17,g7,0,no regulation
g18,g1,0,no regulation
g18,g11,0,no regulation
g18,g12,0,no regulation
g18,g13,0,no regulation
g18,g14,0,no regulation
g18,g18,0,no regulation
g18,g5,0,no regulation
g18,g6,0,no regulation
g18,g7,0,no regulation
g18,g8,0,no regulation
g18,g9,0,no regulation
g2,g14,0,no regulation
g2,g16,0,no regulation
g2,g17,0,no regulation
g2,g2,0,no regulation
g2,g3,0,no regulation
g2,g6,0,no regulation
g2,g7,0,no regulation
g2,g8,0,no regulation
g2,g9,0,no regulation
g3,g10,0,no regulation
g3,g11,0,no regulation
g3,g12,0,no regulation
g3,g13,0,no regulation
g3,g14,0,no regulation
g3,g15,0,no regulation
g3,g17,0,no regulation
g3,g18,0,no regulation
g3,g6,0,no regulation
g3,g7,0,no regulation
g3,g8,0,no regulation
g3,g9,0,no regulation
g4,g10,0,no regulation
g4,g11,0,no regulation
g4,g12,0,no regulation
g4,g14,0,no regulation
g4,g15,0,no regulation
g4,g16,0,no regulation
g4,g17,0,no regulation
g4,g18,0,no regulation
g4,g5,0,no regulation
g4,g6,0,no regulation
g4,g7,0,no regulation
g4,g8,0,no regulation
g4,g9,0,no regulation
g5,g10,0,no regulation
g5,g11,0,no regulation
g5,g12,0,no regulation
g5,g14,0,no regulation
g5,g16,0,no regulation
g5,g17,0,no regulation
g5,g6,0,no regulation
g5,g7,0,no regulation
g5,g8,0,no regulation
g5,g9,0,no regulation
g6,g10,0,no regulation
g6,g11,0,no regulation
g6,g12,0,no regulation
g6,g14,0,no regulation
g6,g16,0,no regulation
g6,g17,0,no regulation
g6,g2,0,no regulation
g6,g7,0,no regulation
g6,g8,0,no regulation
g6,g9,0,no regulation
g7,g10,0,no regulation
g7,g11,0,no regulation
g7,g12,0,no regulation
g7,g13,0,no regulation
g7,g14,0,no regulation
g7,g15,0,no regulation
g7,g17,0,no regulation
g7,g2,0,no regulation
g7,g3,0,no regulation
g7,g8,0,no regulation
g7,g9,0,no regulation
g8,g10,0,no regulation
g8,g11,0,no regulation
g8,g12,0,no regulation
g8,g13,0,no regulation
g8,g14,0,no regulation
g8,g15,0,no regulation
g8,g17,0,no regulation
g8,g18,0,no regulation
g8,g2,0,no regulation
g8,g3,0,no regulation
g8,g4,0,no regulation
g9,g10,0,no regulation
g9,g11,0,no regulation
g9,g12,0,no regulation
g9,g13,0,no regulation
g9,g15,0,no regulation
g9,g17,0,no regulation
g9,g18,0,no regulation
g9,g2,0,no regulation
g9,g3,0,no regulation
g9,g4,0,no regulation
g9,g5,0,no regulation
