Gene1	Gene2	EdgeWeight
DHH	WNT4	0.0018399999999999998
DMRT1	DKK1	0.0018399999999999998
NR5A1	FGF9	0.0017800000000000001
AMH	WT1mKTS	0.0017800000000000001
DHH	SOX9	0.00172
FGF9	GATA4	0.00172
DHH	SRY	0.0016600000000000002
GATA4	DMRT1	0.0016600000000000002
GATA4	DKK1	0.00161
PGD2	WNT4	0.00161
WT1mKTS	DKK1	0.00156
WNT4	RSPO1	0.00156
PGD2	WT1mKTS	0.00151
CTNNB1	SOX9	0.00151
RSPO1	FGF9	0.00146
CBX2	CTNNB1	0.00146
UGR	WT1mKTS	0.0014199999999999998
CTNNB1	WNT4	0.00137
WT1mKTS	CTNNB1	0.00137
NR5A1	PGD2	0.00133
DHH	GATA4	0.00133
UGR	DHH	0.0012900000000000001
CBX2	SRY	0.0012900000000000001
WT1mKTS	FOXL2	0.00126
UGR	GATA4	0.00122
UGR	WNT4	0.00119
WT1pKTS	RSPO1	0.00115
WNT4	NR5A1	0.00115
SRY	NR0B1	0.00112
WNT4	CTNNB1	0.00112
SRY	DHH	0.00109
AMH	GATA4	0.00106
CTNNB1	SRY	0.00103
DHH	DMRT1	0.00103
SRY	PGD2	0.00101
DMRT1	CBX2	0.00101
CTNNB1	WT1pKTS	0.00098
WNT4	NR0B1	0.0009599999999999999
RSPO1	WNT4	0.00093
CTNNB1	FOXL2	0.00091
NR0B1	SOX9	0.00091
DHH	WT1mKTS	0.0008900000000000001
RSPO1	DHH	0.0008900000000000001
SOX9	SRY	0.0008699999999999999
DMRT1	WT1pKTS	0.00085
NR5A1	UGR	0.0008300000000000001
NR0B1	CTNNB1	0.0008300000000000001
WT1pKTS	UGR	0.00081
WT1mKTS	SRY	0.00081
GATA4	RSPO1	0.00079
WT1mKTS	UGR	0.0007700000000000001
NR0B1	AMH	0.00075
DKK1	DMRT1	0.00074
FOXL2	UGR	0.00072
UGR	RSPO1	0.00072
RSPO1	NR0B1	0.0007
SOX9	GATA4	0.0007
WT1pKTS	NR0B1	0.0006900000000000001
GATA4	SOX9	0.00067
GATA4	CTNNB1	0.00066
SRY	AMH	0.00065
WT1pKTS	AMH	0.00063
SOX9	DMRT1	0.00062
DHH	DKK1	0.00062
NR0B1	NR5A1	0.00061
DKK1	NR0B1	0.0006
UGR	AMH	0.0006
DKK1	FGF9	0.00055
RSPO1	UGR	0.00054
RSPO1	NR5A1	0.00054
WNT4	FOXL2	0.00053
UGR	FGF9	0.0005200000000000001
WNT4	WT1pKTS	0.0005200000000000001
WT1pKTS	DKK1	0.0005099999999999999
WNT4	UGR	0.0005099999999999999
NR5A1	SOX9	0.0005
WT1mKTS	WT1pKTS	0.00049
DMRT1	NR0B1	0.00049
DKK1	PGD2	0.00047999999999999996
DMRT1	FOXL2	0.00047999999999999996
NR5A1	FOXL2	0.00047000000000000004
CTNNB1	GATA4	0.00047000000000000004
FGF9	SRY	0.00045999999999999996
GATA4	SRY	0.00045999999999999996
WT1pKTS	NR5A1	0.00045999999999999996
NR5A1	WT1pKTS	0.00045
AMH	CTNNB1	0.00043
SOX9	WT1mKTS	0.00043
DKK1	DHH	0.00043
NR5A1	NR0B1	0.00043
WT1pKTS	WT1mKTS	0.00042
GATA4	FOXL2	0.00042
CTNNB1	DKK1	0.00041
FOXL2	WT1pKTS	0.0004
RSPO1	CBX2	0.0004
AMH	DKK1	0.0004
GATA4	NR0B1	0.0004
NR0B1	RSPO1	0.00039
NR0B1	CBX2	0.00039
SOX9	DKK1	0.00039
GATA4	AMH	0.00039
GATA4	WT1pKTS	0.00037999999999999997
RSPO1	SRY	0.00037999999999999997
SRY	FGF9	0.00037
WT1pKTS	GATA4	0.00037
WNT4	CBX2	0.00037
DMRT1	SRY	0.00037
CBX2	NR0B1	0.00036
CBX2	GATA4	0.00036
AMH	RSPO1	0.00035
SRY	RSPO1	0.00033999999999999997
SRY	NR5A1	0.00033
NR5A1	RSPO1	0.00033
RSPO1	PGD2	0.00033
WNT4	SRY	0.00032
NR0B1	SRY	0.00032
WT1pKTS	CBX2	0.00031
DKK1	WT1mKTS	0.00031
NR5A1	CBX2	0.00031
SRY	SOX9	0.00031
NR0B1	DMRT1	0.0003
SRY	WT1pKTS	0.0003
DKK1	FOXL2	0.0003
WT1pKTS	SRY	0.00029
SOX9	DHH	0.00029
DMRT1	UGR	0.00029
DKK1	WNT4	0.00028
NR0B1	FOXL2	0.00028
CBX2	DHH	0.00028
NR0B1	UGR	0.00027
FGF9	DKK1	0.00027
DKK1	UGR	0.00027
NR5A1	AMH	0.00026000000000000003
NR0B1	WT1pKTS	0.00026000000000000003
NR0B1	DKK1	0.00025
NR0B1	GATA4	0.00025
SRY	CTNNB1	0.00025
GATA4	CBX2	0.00025
WT1pKTS	DMRT1	0.00025
SOX9	PGD2	0.00023999999999999998
UGR	SOX9	0.00023999999999999998
DKK1	RSPO1	0.00022999999999999998
SOX9	FGF9	0.00022999999999999998
GATA4	WT1mKTS	0.00022999999999999998
NR5A1	SRY	0.00022
CTNNB1	RSPO1	0.00022
DMRT1	WT1mKTS	0.00022
NR0B1	WNT4	0.00022
WT1pKTS	CTNNB1	0.00021
CBX2	PGD2	0.00021
AMH	DMRT1	0.00021
NR5A1	DKK1	0.00021
AMH	DMRT1	0.00021
SRY	WNT4	0.0002
FGF9	WT1mKTS	0.0002
SRY	GATA4	0.0002
WT1mKTS	GATA4	0.00018999999999999998
RSPO1	AMH	0.00018999999999999998
WT1mKTS	GATA4	0.00018999999999999998
WT1pKTS	FGF9	0.00018999999999999998
RSPO1	WT1pKTS	0.00018
DMRT1	SOX9	0.00018
NR0B1	PGD2	0.00018
CTNNB1	UGR	0.00018
SRY	UGR	0.00016999999999999999
RSPO1	FOXL2	0.00016999999999999999
NR0B1	DHH	0.00016999999999999999
WNT4	SOX9	0.00016
CBX2	WNT4	0.00016
WNT4	GATA4	0.00016
WNT4	WT1mKTS	0.00016
NR0B1	WT1mKTS	0.00015
